Frequency (Hz), H(j), Amplitude Response (dB)
20,0.13114+0.0083709i,-17.628
21,0.11613-0.065158i,-17.513
22,0.062599-0.11932i,-17.41
23,-0.012867-0.13559i,-17.317
24,-0.085778-0.10744i,-17.235
25,-0.13174-0.043216i,-17.162
26,-0.13485+0.036485i,-17.096
27,-0.093259+0.10535i,-17.034
28,-0.01997+0.14014i,-16.982
29,0.060938+0.12869i,-16.931
30,0.12246+0.074098i,-16.885
31,0.14365-0.0059228i,-16.847
32,0.11697-0.084712i,-16.807
33,0.050738-0.1358i,-16.774
34,-0.033086-0.14169i,-16.742
35,-0.10641-0.09994i,-16.714
36,-0.14444-0.024219i,-16.686
37,-0.13396+0.060182i,-16.662
38,-0.078185+0.12476i,-16.64
39,0.0042985+0.14753i,-16.618
40,0.085725+0.12058i,-16.598
41,0.13859+0.052546i,-16.582
42,0.14466-0.033536i,-16.565
43,0.10169-0.10858i,-16.55
44,0.02404-0.14703i,-16.537
45,-0.06205-0.13573i,-16.522
46,-0.12736-0.07823i,-16.509
47,-0.14951+0.0060666i,-16.499
48,-0.12089+0.088517i,-16.488
49,-0.050997+0.14105i,-16.479
50,0.036436+0.14567i,-16.469
51,0.11166+0.10063i,-16.46
52,0.14893+0.021184i,-16.453
53,0.13549-0.06567i,-16.446
54,0.075778-0.13025i,-16.438
55,-0.0099302-0.15048i,-16.432
56,-0.092399-0.11933i,-16.425
57,-0.14338-0.047332i,-16.421
58,-0.14544+0.040917i,-16.416
59,-0.097741+0.11531i,-16.411
60,-0.016539+0.15035i,-16.405
61,0.070395+0.13394i,-16.402
62,0.13334+0.071707i,-16.398
63,0.15069-0.015194i,-16.394
64,0.11644-0.096931i,-16.391
65,0.042254-0.14555i,-16.389
66,-0.046443-0.14432i,-16.385
67,-0.11932-0.093611i,-16.383
68,-0.15132-0.010769i,-16.38
69,-0.13144+0.075816i,-16.378
70,-0.066451+0.13643i,-16.377
71,0.021355+0.15029i,-16.375
72,0.10188+0.11255i,-16.374
73,0.14747+0.036197i,-16.372
74,0.14244-0.052647i,-16.371
75,0.088493-0.12343i,-16.37
76,0.004162-0.15183i,-16.369
77,-0.081652-0.1281i,-16.368
78,-0.13942-0.060357i,-16.367
79,-0.14929+0.028156i,-16.368
