Frequency (Hz), H(j), Amplitude Response (dB)
20,0.49112-0.0069987i,-6.1753
21,0.41221-0.27865i,-6.0632
22,0.1935-0.46457i,-5.9642
23,-0.095218-0.49942i,-5.8757
24,-0.35812-0.36736i,-5.7971
25,-0.50562-0.10925i,-5.7253
26,-0.48512+0.19019i,-5.6621
27,-0.30045+0.42995i,-5.6047
28,-0.011485+0.5276i,-5.5519
29,0.285+0.44758i,-5.5044
30,0.48817+0.21465i,-5.4609
31,0.52741-0.094062i,-5.4211
32,0.38724-0.3734i,-5.3852
33,0.11369-0.52788i,-5.3524
34,-0.20096-0.50324i,-5.322
35,-0.44911-0.30623i,-5.2948
36,-0.54521-0.0030085i,-5.2686
37,-0.45489+0.30327i,-5.2448
38,-0.20794+0.50715i,-5.2224
39,0.11188+0.53788i,-5.2024
40,0.39483+0.38377i,-5.1832
41,0.54313+0.096826i,-5.166
42,0.50503-0.22469i,-5.1493
43,0.29261-0.47009i,-5.1342
44,-0.021572-0.5542i,-5.1201
45,-0.3294-0.44728i,-5.1066
46,-0.52443-0.18548i,-5.0944
47,-0.53882+0.14126i,-5.0825
48,-0.36681+0.42009i,-5.072
49,-0.067456+0.55428i,-5.0616
50,0.25588+0.49626i,-5.062
51,0.49162+0.26723i,-5.0432
52,0.55734-0.055585i,-5.0347
53,0.4299-0.35983i,-5.0266
54,0.1531-0.53979i,-5.0195
55,-0.17735-0.53276i,-5.013
56,-0.4468-0.34079i,-5.0063
57,-0.5615-0.030137i,-5.0004
58,-0.48133+0.29145i,-4.9946
59,-0.23375+0.51223i,-4.9892
60,0.095444+0.55529i,-4.9832
61,0.39189+0.40522i,-4.9787
62,0.55236+0.11403i,-4.9743
63,0.52082-0.21716i,-4.97
64,0.30802-0.47311i,-4.966
65,-0.012275-0.56465i,-4.9624
66,-0.32859-0.45962i,-4.9591
67,-0.53072-0.19441i,-4.9559
68,-0.54814+0.13872i,-4.9525
69,-0.37459+0.42378i,-4.9497
70,-0.070316+0.56137i,-4.9475
71,0.2586+0.5034i,-4.9446
72,0.49763+0.26984i,-4.9425
73,0.56326-0.057939i,-4.9402
74,0.43247-0.36572i,-4.9379
75,0.15078-0.54605i,-4.9362
76,-0.18371-0.53601i,-4.9341
77,-0.45421-0.33888i,-4.933
78,-0.56631-0.023427i,-4.9315
79,-0.48082+0.30035i,-4.9296
80,-0.22739+0.51935i,-4.9292
82,0.40164+0.40036i,-4.9268
83,0.55758+0.10376i,-4.926
