Frequency (Hz), H(j), Amplitude Response (dB)
20,0.2866-0.15238i,-9.7732
21,0.15039-0.29187i,-9.6737
22,-0.043573-0.32883i,-9.585
23,-0.22592-0.247i,-9.506
24,-0.32935-0.073611i,-9.4352
25,-0.31422+0.12967i,-9.3724
26,-0.18382+0.28854i,-9.3166
27,0.015786+0.3438i,-9.2647
28,0.2121+0.27332i,-9.2193
29,0.33251+0.10149i,-9.1771
30,0.33155-0.10954i,-9.1392
31,0.20802-0.28216i,-9.1049
32,0.006629-0.35175i,-9.0737
33,-0.19884-0.29164i,-9.0452
34,-0.33203-0.12296i,-9.0182
35,-0.34279+0.092472i,-8.9943
36,-0.2262+0.27483i,-8.9722
37,-0.024816+0.35594i,-8.9513
38,0.18686+0.30489i,-8.932
39,0.3298+0.13994i,-8.9159
40,0.35051-0.077888i,-8.8968
41,0.24019-0.26757i,-8.8845
42,0.039839-0.35792i,-8.8708
43,-0.17611-0.31477i,-8.8574
44,-0.32683-0.15366i,-8.8462
45,-0.35565+0.065431i,-8.8349
46,-0.25133+0.26059i,-8.8248
47,-0.052503+0.35861i,-8.8154
48,0.16646+0.32235i,-8.807
49,0.32345+0.16505i,-8.7989
50,0.36017-0.053597i,-8.7748
51,0.26038-0.25403i,-8.7834
52,0.063368-0.35849i,-8.7769
53,-0.15781-0.32835i,-8.7707
54,-0.31996-0.17471i,-8.7648
55,-0.36199+0.044899i,-8.7599
56,-0.26788+0.24789i,-8.7547
57,-0.072822+0.35785i,-8.7498
58,0.14989+0.33315i,-8.7467
59,0.3164+0.18298i,-8.7422
60,0.36394-0.03631i,-8.7364
61,0.27423-0.2421i,-8.7349
62,0.081159-0.35685i,-8.7313
63,-0.14271-0.33709i,-8.7291
64,-0.3129-0.19024i,-8.7258
65,-0.36517+0.028504i,-8.7236
66,-0.27967+0.23665i,-8.7218
67,-0.088621+0.35558i,-8.7196
68,0.13604+0.34036i,-8.7177
69,0.30942+0.19663i,-8.716
70,0.36603-0.021433i,-8.7148
71,0.28444-0.23146i,-8.7135
72,0.095343-0.35416i,-8.7122
73,-0.12981-0.34306i,-8.7114
74,-0.30599-0.20233i,-8.7107
75,-0.36656+0.014873i,-8.71
76,-0.2886+0.22654i,-8.7093
77,-0.1015+0.35259i,-8.7089
78,0.12398+0.34534i,-8.7085
79,0.30262+0.20749i,-8.7085
80,0.36685-0.0088143i,-8.7077
82,0.10718-0.35093i,-8.7083
83,-0.11848-0.34725i,-8.7089
84,-0.2993-0.21222i,-8.709
85,-0.36685+0.0031432i,-8.7099
86,-0.29558+0.21729i,-8.7102
87,-0.11246+0.34917i,-8.7106
88,0.11324+0.34887i,-8.7116
90,0.36673+0.0022196i,-8.713
91,0.29856-0.21289i,-8.7141
92,0.11736-0.34735i,-8.7152
93,-0.10823-0.35025i,-8.7164
95,-0.3664-0.0072897i,-8.7191
96,-0.30121+0.20863i,-8.7208
97,-0.12196+0.34548i,-8.7214
99,0.28961+0.22417i,-8.7249
100,0.36596+0.012075i,-8.7267
101,0.30366-0.20451i,-8.7279
103,-0.098844-0.35236i,-8.7313
104,-0.28644-0.22765i,-8.7331
105,-0.36541-0.0167i,-8.7353
107,-0.13042+0.34159i,-8.739
108,0.094387+0.35314i,-8.7413
110,0.36478+0.021093i,-8.7449
111,0.30791-0.19657i,-8.7468
113,-0.090093-0.35382i,-8.7515
114,-0.28027-0.23389i,-8.7532
116,-0.30977+0.19275i,-8.758
118,0.085928+0.35437i,-8.7627
119,0.27719+0.23674i,-8.7654
121,0.31149-0.18897i,-8.7701
122,0.14164-0.33556i,-8.7726
124,-0.2742-0.23944i,-8.7772
126,-0.31309+0.18533i,-8.7821
127,-0.14502+0.33353i,-8.7853
129,0.27121+0.24199i,-8.7904
131,0.31456-0.18171i,-8.7954
133,-0.074126-0.35539i,-8.8009
135,-0.36049-0.04079i,-8.8069
136,-0.31588+0.1782i,-8.8096
138,0.070392+0.35553i,-8.8154
140,0.35948+0.044317i,-8.8211
142,0.15442-0.32737i,-8.8268
144,-0.26247-0.24887i,-8.8331
146,-0.31823+0.17137i,-8.8393
148,0.063259+0.35559i,-8.8458
150,0.35734+0.051026i,-8.8507
152,0.16002-0.32318i,-8.8588
154,-0.25677-0.2528i,-8.866
156,-0.32015+0.16478i,-8.8724
158,0.056466+0.35531i,-8.8796
160,0.35485+0.057326i,-8.8873
163,-0.053173-0.35501i,-8.8988
165,-0.35355-0.060351i,-8.9062
167,-0.1676+0.31674i,-8.914
169,0.24832+0.25792i,-8.9216
172,0.16997-0.31452i,-8.9342
174,-0.24548-0.25942i,-8.9429
176,-0.32282+0.15204i,-8.9509
179,0.24268+0.26089i,-8.9634
181,0.3233-0.14895i,-8.9719
184,-0.23984-0.26225i,-8.9861
186,-0.32371+0.14583i,-8.9943
189,0.23706+0.2636i,-9.0073
191,0.32409-0.14281i,-9.016
194,-0.23431-0.26484i,-9.0294
196,-0.3244+0.13979i,-9.0387
199,0.2316+0.26605i,-9.051
202,0.18261-0.30112i,-9.065
205,-0.34189-0.082091i,-9.0789
207,-0.18445+0.29891i,-9.088
210,0.34034+0.084501i,-9.102
213,-0.023174-0.3493i,-9.117
216,-0.32508+0.12831i,-9.1314
219,0.2209+0.27003i,-9.1466
222,0.18951-0.29215i,-9.1626
225,-0.33539-0.091293i,-9.1785
228,0.015265+0.34663i,-9.1943
231,0.32488-0.11997i,-9.2103
234,-0.21292-0.27235i,-9.226
237,-0.19411+0.28526i,-9.2425
241,0.32459-0.11453i,-9.2637
244,-0.20769-0.2737i,-9.2795
247,-0.19695+0.28077i,-9.2952
251,0.32415-0.1093i,-9.3174
254,-0.20261-0.27483i,-9.3336
257,-0.19948+0.27626i,-9.3512
261,0.32344-0.10426i,-9.3747
264,-0.19759-0.27564i,-9.3922
268,-0.0039433+0.33822i,-9.4155
272,0.20288-0.26948i,-9.4395
275,-0.31786-0.11068i,-9.4583
279,0.19013+0.27663i,-9.4819
283,0.010498-0.33459i,-9.5053
287,-0.20591+0.26274i,-9.5299
291,0.32057-0.089675i,-9.5542
295,-0.31062-0.11709i,-9.5783
299,0.18059+0.27736i,-9.6043
303,0.018481-0.32944i,-9.6309
307,-0.2092+0.2539i,-9.6567
311,0.31793-0.080659i,-9.6824
315,-0.30314-0.1227i,-9.7083
320,0.3013+0.12401i,-9.7404
324,-0.16908-0.27739i,-9.766
328,-0.027626+0.32268i,-9.7929
333,0.029325-0.32128i,-9.8264
337,-0.21296+0.24096i,-9.8542
342,0.21345-0.23882i,-9.8888
347,-0.21393+0.23671i,-9.9227
351,0.31152-0.064196i,-9.9497
356,-0.31061+0.062339i,-9.9843
361,0.30967-0.060463i,-10.02
366,-0.30867+0.058617i,-10.056
371,0.30776-0.056776i,-10.091
376,-0.30678+0.054983i,-10.126
381,0.30582-0.053275i,-10.161
386,-0.30481+0.051596i,-10.197
391,0.30376-0.049912i,-10.234
397,-0.21657+0.21657i,-10.278
402,0.21672-0.21465i,-10.313
408,-0.050512+0.29927i,-10.357
413,0.05165-0.29777i,-10.394
419,0.13109+0.27055i,-10.439
424,-0.12935-0.26998i,-10.476
430,0.26128+0.143i,-10.52
436,-0.29409+0.0362i,-10.565
442,0.2165-0.20001i,-10.611
448,-0.05872+0.28728i,-10.656
454,-0.11948-0.26614i,-10.7
460,0.25109+0.14548i,-10.746
467,-0.21566+0.19149i,-10.8
473,0.062875-0.27995i,-10.845
479,0.11195+0.26255i,-10.89
486,-0.28265+0.023765i,-10.944
493,0.06571-0.27417i,-10.997
499,0.1064+0.2595i,-11.042
506,-0.27802+0.019571i,-11.097
513,0.068146-0.2685i,-11.15
520,0.23225+0.14789i,-11.203
527,-0.21186+0.17319i,-11.257
534,-0.097556-0.25386i,-11.31
541,0.26995-0.013187i,-11.364
549,0.094128+0.25137i,-11.424
556,-0.26657+0.010782i,-11.477
564,-0.090909-0.24883i,-11.538
571,0.2632-0.0085404i,-11.59
579,0.087903+0.2463i,-11.65
587,-0.2063+0.15782i,-11.709
595,-0.21185-0.14716i,-11.77
603,0.07485-0.24499i,-11.829
611,0.25442-0.0036261i,-11.888
620,0.20583+0.14627i,-11.954
628,-0.075724+0.23911i,-12.013
637,-0.20081+0.14715i,-12.078
645,-0.20028-0.14509i,-12.135
654,-0.075465-0.23361i,-12.199
663,0.076352-0.23141i,-12.264
672,0.19676-0.1408i,-12.326
681,0.24018+0.0023543i,-12.389
691,0.23828+0.0029498i,-12.458
700,0.18939+0.14189i,-12.518
709,0.068868+0.22468i,-12.579
719,0.067894+0.22313i,-12.644
729,0.066961+0.2216i,-12.709
739,0.066049+0.22007i,-12.774
749,0.065209+0.21856i,-12.838
759,0.064437+0.21711i,-12.9
769,0.063706+0.21568i,-12.961
780,0.17676+0.13622i,-13.028
790,0.17542+0.13549i,-13.086
801,0.21994+0.0066482i,-13.15
812,0.18064-0.12289i,-13.212
823,0.073524-0.2041i,-13.273
834,-0.059969-0.20696i,-13.332
846,-0.21379-0.0069426i,-13.396
857,-0.17593+0.11924i,-13.452
869,0.058626+0.20277i,-13.511
881,0.20954+0.0068304i,-13.57
893,0.070763-0.19593i,-13.626
905,-0.16352-0.12699i,-13.679
917,-0.17022+0.11566i,-13.731
930,0.16166+0.12525i,-13.786
942,0.16806-0.11452i,-13.834
955,-0.16003-0.1236i,-13.884
968,-0.067544+0.18942i,-13.932
981,0.19995+0.0054647i,-13.978
995,-0.15786-0.1211i,-14.025
1008,-0.065854+0.18675i,-14.066
1022,0.16211-0.11203i,-14.108
1036,-0.19612-0.0043449i,-14.147
1050,0.15562+0.11805i,-14.185
1064,-0.05656-0.18617i,-14.219
1079,0.056643+0.18534i,-14.253
1093,0.062627-0.18271i,-14.282
1108,-0.062128+0.18218i,-14.312
1123,0.06162-0.18176i,-14.337
1139,0.057106+0.18266i,-14.362
1154,-0.057269-0.18211i,-14.384
1170,0.1532+0.11318i,-14.403
1186,-0.1901-0.001206i,-14.42
1202,0.15408-0.11079i,-14.435
1218,-0.059206+0.18004i,-14.447
1235,-0.15291-0.11159i,-14.457
1252,0.15312-0.11102i,-14.465
