Frequency (Hz), H(j), Amplitude Response (dB)
20,0.089932-0.04047i,-20.121
21,0.052323-0.085235i,-19.999
22,-0.0048289-0.10119i,-19.888
23,-0.061806-0.081725i,-19.789
24,-0.09816-0.032771i,-19.702
25,-0.10037+0.028843i,-19.623
26,-0.066847+0.081374i,-19.551
27,-0.008857+0.10575i,-19.484
28,0.053237+0.092621i,-19.426
29,0.097133+0.046105i,-19.37
30,0.1067-0.017614i,-19.32
31,0.077965-0.07565i,-19.281
32,0.020849-0.10716i,-19.238
33,-0.044402-0.10029i,-19.197
34,-0.094162-0.057064i,-19.164
35,-0.11032+0.0071344i,-19.129
36,-0.086626+0.069303i,-19.098
37,-0.03132+0.10676i,-19.074
38,0.035691+0.1057i,-19.05
39,0.09014+0.066265i,-19.025
40,0.11214+0.0024657i,-19.003
41,0.093409-0.062571i,-18.982
42,0.04057-0.10511i,-18.964
43,-0.027318-0.10955i,-18.946
44,-0.085535-0.074047i,-18.928
45,-0.11277-0.011312i,-18.913
46,-0.098891+0.055781i,-18.897
47,-0.04879+0.10271i,-18.884
48,0.019304+0.11222i,-18.872
49,0.080569+0.080684i,-18.86
50,0.11271+0.019503i,-18.833
51,0.1033-0.049017i,-18.836
52,0.056215-0.099721i,-18.826
53,-0.011651-0.11399i,-18.817
54,-0.075384-0.086484i,-18.807
55,-0.1116-0.027118i,-18.798
56,-0.10686+0.04231i,-18.791
57,-0.062887+0.096344i,-18.782
58,0.004301+0.11507i,-18.774
59,0.07003+0.091499i,-18.769
60,0.11012+0.034243i,-18.762
61,0.10976-0.035662i,-18.755
62,0.068994-0.092616i,-18.749
63,0.0027661-0.11553i,-18.744
64,-0.064555-0.095943i,-18.738
65,-0.10823-0.040987i,-18.731
66,-0.11205+0.029157i,-18.727
67,-0.074599+0.088634i,-18.722
68,-0.0095778+0.11553i,-18.717
69,0.059041+0.099848i,-18.711
70,0.10595+0.047319i,-18.708
71,0.11387-0.022732i,-18.702
72,0.079741-0.084449i,-18.7
73,0.01617-0.11507i,-18.696
74,-0.053429-0.10324i,-18.693
75,-0.10339-0.053268i,-18.688
76,-0.11519+0.016412i,-18.684
77,-0.084458+0.080073i,-18.682
78,-0.022503+0.11424i,-18.678
79,0.047807+0.10622i,-18.675
80,0.10052+0.058934i,-18.672
82,0.088833-0.075533i,-18.666
83,0.028656-0.1131i,-18.661
84,-0.04215-0.1088i,-18.66
85,-0.097416-0.064318i,-18.656
86,-0.11669+0.0040112i,-18.654
87,-0.092833+0.070891i,-18.651
88,-0.034602+0.11163i,-18.646
90,0.09411+0.069384i,-18.642
91,0.11694+0.0020294i,-18.639
92,0.096518-0.066121i,-18.637
93,0.040335-0.10988i,-18.633
95,-0.090612-0.074194i,-18.628
96,-0.11688-0.0079693i,-18.625
97,-0.099852+0.06127i,-18.625
99,0.025137+0.1145i,-18.619
100,0.086893+0.078758i,-18.616
101,0.11649+0.013802i,-18.614
103,0.051228-0.10559i,-18.61
104,-0.019491-0.11579i,-18.605
105,-0.083014-0.083029i,-18.606
107,-0.10573+0.051293i,-18.598
108,-0.056391+0.10312i,-18.597
110,0.079042+0.087046i,-18.593
111,0.11491+0.02511i,-18.59
113,0.061345-0.10042i,-18.587
114,-0.008281-0.11739i,-18.586
116,-0.1137-0.030574i,-18.582
118,-0.066106+0.097507i,-18.577
119,0.0027201+0.11781i,-18.574
121,0.1123+0.035927i,-18.569
122,0.11233-0.035901i,-18.568
124,0.0027383-0.11792i,-18.566
