Frequency (Hz), H(j), Amplitude Response (dB)
20,0.38386-0.024224i,-8.2992
21,0.31019-0.23486i,-8.1994
22,0.12969-0.37102i,-8.1115
23,-0.098735-0.38416i,-8.0319
24,-0.2979-0.26675i,-7.9616
25,-0.39883-0.056292i,-7.8985
26,-0.36487+0.17667i,-7.8425
27,-0.20546+0.35223i,-7.7915
28,0.026541+0.40911i,-7.745
29,0.25201+0.32586i,-7.7034
30,0.39296+0.1295i,-7.6653
31,0.39958-0.11356i,-7.6306
32,0.26812-0.31927i,-7.5991
33,0.042825-0.4161i,-7.5704
34,-0.19895-0.36944i,-7.5432
35,-0.37323-0.19423i,-7.5195
36,-0.41891+0.049501i,-7.4974
37,-0.31911+0.2774i,-7.4768
38,-0.10769+0.40984i,-7.4578
39,0.14222+0.40006i,-7.4406
40,0.34379+0.25071i,-7.4221
41,0.42593+0.013243i,-7.409
42,0.35969-0.22979i,-7.395
43,0.16747-0.39332i,-7.3815
44,-0.083985-0.41975i,-7.3697
45,-0.30679-0.29931i,-7.3587
46,-0.42272-0.073732i,-7.3488
47,-0.39087+0.17834i,-7.3381
48,-0.2218+0.36843i,-7.3298
49,0.025443+0.42972i,-7.321
50,0.26328+0.34053i,-7.3217
51,0.41084+0.13117i,-7.3051
52,0.41322-0.12448i,-7.2991
53,0.2704-0.33679i,-7.2922
54,0.032226-0.43099i,-7.2864
55,-0.21762-0.37372i,-7.281
56,-0.39125-0.18484i,-7.2759
57,-0.4274+0.069359i,-7.2704
58,-0.31304+0.29941i,-7.2667
59,-0.088277+0.42431i,-7.2624
60,0.16784+0.39977i,-7.2587
61,0.36507+0.23433i,-7.2541
62,0.43375-0.013911i,-7.2507
63,0.3495-0.25745i,-7.2484
64,0.14194-0.4104i,-7.2451
65,-0.11586-0.41866i,-7.2424
66,-0.33296-0.27915i,-7.2402
67,-0.43268-0.041018i,-7.2378
68,-0.37968+0.21172i,-7.2358
69,-0.19257+0.38985i,-7.2338
70,0.062659+0.43036i,-7.2323
71,0.29584+0.31889i,-7.2306
72,0.42461+0.094651i,-7.2297
73,0.40339-0.16311i,-7.2278
74,0.23956-0.36331i,-7.2265
75,-0.0089955-0.43514i,-7.2256
76,-0.25447-0.35313i,-7.2249
77,-0.41-0.14626i,-7.2242
78,-0.42057+0.11242i,-7.2235
79,-0.28237+0.33135i,-7.2233
80,-0.044229+0.4331i,-7.2233
82,0.38921+0.19511i,-7.2227
83,0.43116-0.060432i,-7.2227
84,0.32054-0.29466i,-7.2223
85,0.096419-0.42455i,-7.223
86,-0.16181-0.40416i,-7.2233
87,-0.36273-0.24071i,-7.2235
88,-0.43525+0.0079918i,-7.2239
90,-0.14677+0.40979i,-7.2246
91,0.11203+0.42054i,-7.226
92,0.33116+0.28238i,-7.2262
93,0.4329+0.04422i,-7.2271
95,0.19461-0.3891i,-7.2291
96,-0.060954-0.4307i,-7.2304
97,-0.29491-0.3197i,-7.2312
99,-0.40328+0.16261i,-7.2335
100,-0.23936+0.36299i,-7.2341
101,0.0093484+0.4346i,-7.2362
103,0.40969+0.14499i,-7.2385
104,0.41938-0.11357i,-7.2404
105,0.28044-0.33179i,-7.2415
107,-0.2111-0.37952i,-7.2447
108,-0.38929-0.19218i,-7.2473
110,-0.31731+0.29611i,-7.25
111,-0.09265+0.42392i,-7.2517
113,0.36367+0.23644i,-7.2548
114,0.43353-0.012263i,-7.2561
116,0.14165-0.4097i,-7.2603
118,-0.33305-0.27717i,-7.2642
119,-0.43148-0.038607i,-7.2662
121,-0.1885+0.38983i,-7.27
122,0.066655+0.42775i,-7.272
124,0.42357+0.088684i,-7.2752
126,0.23244-0.36477i,-7.2796
127,-0.016266-0.43211i,-7.282
129,-0.40984-0.13729i,-7.2859
131,-0.27304+0.33483i,-7.2895
133,0.21683+0.37347i,-7.2934
135,0.42572-0.071013i,-7.2984
136,0.30965-0.3005i,-7.3005
138,-0.17182-0.39558i,-7.3048
140,-0.43049+0.021186i,-7.3102
142,-0.13197+0.41013i,-7.3137
144,0.33701+0.268i,-7.3189
146,0.36945-0.22068i,-7.3238
148,-0.076172-0.42329i,-7.3288
150,-0.42276-0.077898i,-7.3331
152,-0.22183+0.36789i,-7.3388
154,0.2659+0.33705i,-7.3446
156,0.40889-0.12992i,-7.3501
158,0.022509-0.42817i,-7.3556
160,-0.39245-0.17187i,-7.3623
163,-0.071379+0.42196i,-7.3721
165,0.36948+0.21535i,-7.3781
167,0.3315-0.26969i,-7.3844
169,-0.13548-0.40495i,-7.3912
172,-0.35948+0.22947i,-7.4021
174,0.088008+0.41695i,-7.4091
176,0.42087+0.064515i,-7.4162
179,-0.039598-0.42338i,-7.4275
181,-0.40987-0.11199i,-7.4344
184,-0.0090718+0.42422i,-7.4463
186,0.39352+0.15783i,-7.4529
189,0.057445-0.41956i,-7.4635
191,-0.37215-0.20137i,-7.4704
194,-0.10473+0.4094i,-7.4817
196,0.34598+0.24199i,-7.4894
199,0.15044-0.39401i,-7.4989
202,-0.41821-0.050027i,-7.5103
205,0.05317+0.41729i,-7.5213
207,0.40893+0.097036i,-7.5291
210,-0.0053671-0.41969i,-7.5408
213,-0.40521+0.10721i,-7.5526
216,0.20237+0.3664i,-7.5645
219,0.30563-0.28505i,-7.5781
222,-0.35034-0.22666i,-7.5918
225,-0.13434+0.39438i,-7.6049
228,0.41457+0.034221i,-7.6186
231,-0.067622-0.40978i,-7.6323
234,-0.38038+0.16513i,-7.6457
237,0.2524+0.32822i,-7.659
241,0.026281-0.41239i,-7.6762
244,-0.40574+0.074846i,-7.6897
247,0.17122+0.37472i,-7.7024
251,0.11766-0.39395i,-7.7201
254,-0.41008-0.018068i,-7.7342
257,0.082372+0.40143i,-7.7487
261,0.20187-0.35555i,-7.7684
264,-0.39336-0.10889i,-7.7835
268,0.22385+0.34017i,-7.8035
272,0.055396-0.40245i,-7.8243
275,-0.40309+0.044347i,-7.8398
279,0.33185+0.23151i,-7.859
283,-0.097132-0.39183i,-7.879
287,-0.1844+0.3581i,-7.8984
291,0.37363-0.14787i,-7.9193
295,-0.37774-0.13428i,-7.9395
299,0.19553+0.34881i,-7.9615
303,0.082162-0.39027i,-7.9845
307,-0.3179+0.23914i,-8.0067
311,0.39575+0.029125i,-8.0282
315,-0.27812-0.28167i,-8.0496
320,0.24404+0.31016i,-8.0757
324,0.020223-0.39315i,-8.0973
328,-0.27319+0.28204i,-8.1196
333,0.30201-0.24885i,-8.1492
337,-0.39011-0.011263i,-8.1727
342,0.3851+0.054707i,-8.2017
347,-0.37534-0.097131i,-8.23
351,0.21823+0.31923i,-8.2526
356,-0.18065-0.34045i,-8.2816
361,0.14102+0.35723i,-8.3121
366,-0.099902-0.36941i,-8.3433
371,0.057821+0.37696i,-8.3732
376,-0.015372-0.37976i,-8.4028
381,-0.026926+0.37782i,-8.4323
386,0.068546-0.37118i,-8.4627
391,-0.10904+0.3599i,-8.4949
397,-0.074438-0.36696i,-8.5326
402,0.03301+0.37167i,-8.5626
408,-0.20469-0.3101i,-8.5994
413,0.1684+0.32967i,-8.6314
419,-0.30335-0.20926i,-8.6707
424,0.27722+0.24082i,-8.7016
430,-0.35683-0.07987i,-8.7384
436,0.35033-0.098803i,-8.7781
442,-0.26016+0.2522i,-8.8178
448,0.10864-0.34398i,-8.8565
454,0.067623+0.35272i,-8.8947
460,-0.22614-0.2769i,-8.9343
467,0.34736-0.075993i,-8.9814
473,-0.26829+0.23097i,-9.0196
479,0.12558-0.32925i,-9.0597
486,0.23561+0.25943i,-9.1075
493,-0.33615+0.092429i,-9.1527
499,0.25053-0.24012i,-9.1928
506,0.10045+0.33016i,-9.2409
513,-0.33815-0.05925i,-9.2865
520,0.20442-0.27351i,-9.333
527,0.15086+0.30421i,-9.3815
534,-0.33776-0.0027391i,-9.4276
541,0.15398-0.2985i,-9.4765
549,0.31488+0.1108i,-9.53
556,-0.23963+0.22978i,-9.5773
564,-0.25893-0.20439i,-9.6328
571,0.29764-0.13815i,-9.6787
579,0.17683+0.27396i,-9.7337
587,-0.24543+0.21166i,-9.7866
595,-0.24203-0.21241i,-9.8423
603,0.17582-0.26742i,-9.896
611,0.28737+0.13621i,-9.9509
620,0.094132+0.30145i,-10.012
628,-0.28367+0.13418i,-10.067
637,-0.28903-0.11659i,-10.126
645,0.074811-0.30051i,-10.182
654,0.26965-0.14798i,-10.241
663,0.28962+0.09691i,-10.302
672,0.1246+0.27654i,-10.362
681,-0.11767+0.27724i,-10.423
