Frequency (Hz), H(j), Amplitude Response (dB)
20,0.097174-0.022351i,-20.025
21,0.069455-0.07339i,-19.91
22,0.017333-0.10081i,-19.804
23,-0.042026-0.094419i,-19.714
24,-0.0884-0.05554i,-19.626
25,-0.10519+0.003249i,-19.556
26,-0.08618+0.061944i,-19.483
27,-0.036998+0.1003i,-19.42
28,0.02573+0.10446i,-19.365
29,0.080426+0.072455i,-19.311
30,0.10786+0.014759i,-19.262
31,0.09792-0.048385i,-19.234
32,0.053942-0.095678i,-19.185
33,-0.009428-0.10989i,-19.149
34,-0.069996-0.085783i,-19.116
35,-0.10661-0.031458i,-19.082
36,-0.10601+0.034291i,-19.061
37,-0.068296+0.08841i,-19.038
38,-0.0064034+0.11185i,-19.013
39,0.058131+0.096152i,-18.988
40,0.10261+0.046476i,-18.966
41,0.11112-0.019822i,-18.948
42,0.08048-0.079462i,-18.931
43,0.021332-0.11123i,-18.918
44,-0.04562-0.104i,-18.895
45,-0.096692-0.05985i,-18.884
46,-0.11375+0.005582i,-18.871
47,-0.090594+0.069209i,-18.862
48,-0.035322+0.10862i,-18.845
49,0.032681+0.10958i,-18.835
50,0.089258+0.07172i,-18.824
51,0.11432+0.0082435i,-18.815
52,0.098882-0.058195i,-18.806
53,0.048309-0.10419i,-18.798
54,-0.019533-0.11329i,-18.789
55,-0.080628-0.082154i,-18.778
56,-0.11312-0.021734i,-18.772
57,-0.10544+0.046527i,-18.767
58,-0.060244+0.09837i,-18.76
59,0.0064431+0.11524i,-18.754
60,0.070921+0.091116i,-18.751
61,0.11028+0.034538i,-18.743
62,0.11037-0.034422i,-18.74
63,0.071161-0.091267i,-18.731
64,0.0064756-0.11559i,-18.728
65,-0.060551-0.09876i,-18.722
66,-0.1061-0.046689i,-18.717
67,-0.11387+0.022095i,-18.711
68,-0.080989+0.083125i,-18.707
69,-0.019161+0.11453i,-18.702
70,0.049561+0.10506i,-18.699
71,0.1007+0.058037i,-18.694
72,0.11585-0.0097126i,-18.692
73,0.089671-0.074087i,-18.687
74,0.031415-0.11204i,-18.684
75,-0.038139-0.10998i,-18.681
76,-0.09408-0.068583i,-18.679
77,-0.11645-0.0026316i,-18.675
78,-0.097192+0.064313i,-18.67
79,-0.043148+0.10825i,-18.671
80,0.026394+0.11362i,-18.663
82,0.11575+0.014905i,-18.658
83,0.1036-0.053915i,-18.652
84,0.054248-0.10335i,-18.657
85,-0.014479-0.11591i,-18.65
86,-0.078093-0.08699i,-18.644
87,-0.11379-0.026768i,-18.644
