Frequency (Hz), H(j), Amplitude Response (dB)
20,0.34517-0.022187i,-9.2213
21,0.27879-0.21151i,-9.12
22,0.11637-0.33385i,-9.0308
23,-0.089037-0.34553i,-8.9511
24,-0.26812-0.23984i,-8.8804
25,-0.35883-0.050495i,-8.817
26,-0.32824+0.15902i,-8.7605
27,-0.1848+0.31697i,-8.709
28,0.023879+0.3681i,-8.6624
29,0.22673+0.29322i,-8.6207
30,0.35358+0.11663i,-8.5816
31,0.35958-0.10205i,-8.5476
32,0.2414-0.28717i,-8.5158
33,0.038771-0.3744i,-8.4869
34,-0.17876-0.3326i,-8.4596
35,-0.33568-0.17506i,-8.4367
36,-0.37702+0.044183i,-8.4136
37,-0.28745+0.24932i,-8.3927
38,-0.097395+0.36872i,-8.3731
39,0.1275+0.36024i,-8.3555
40,0.30899+0.22605i,-8.3394
41,0.38331+0.01253i,-8.3243
42,0.32408-0.20623i,-8.3104
43,0.15135-0.35366i,-8.2979
44,-0.074822-0.37789i,-8.2858
45,-0.27557-0.26997i,-8.2733
46,-0.38031-0.067172i,-8.2638
47,-0.35213+0.15967i,-8.2539
48,-0.2004+0.33107i,-8.2458
49,0.021919+0.38677i,-8.2371
50,0.23693+0.30677i,-8.2321
51,0.36937+0.11905i,-8.2215
52,0.37217-0.11096i,-8.2154
53,0.24419-0.30234i,-8.209
54,0.030183-0.38773i,-8.2031
55,-0.19477-0.3369i,-8.1976
56,-0.35154-0.16746i,-8.1923
57,-0.38477+0.061138i,-8.1876
58,-0.28261+0.26844i,-8.1836
59,-0.080788+0.38152i,-8.1792
60,0.14971+0.36032i,-8.1746
61,0.32768+0.21209i,-8.1714
62,0.39031-0.011028i,-8.1682
63,0.31539-0.23044i,-8.1652
64,0.1292-0.36874i,-8.1626
65,-0.10269-0.3771i,-8.1601
66,-0.29852-0.25243i,-8.1577
67,-0.38914-0.038557i,-8.1555
68,-0.34244+0.189i,-8.1535
69,-0.17483+0.34996i,-8.152
70,0.054602+0.38743i,-8.1507
71,0.26482+0.28815i,-8.1487
72,0.3816+0.086978i,-8.148
73,0.36361-0.14497i,-8.1465
74,0.21713-0.32576i,-8.1457
75,-0.0060962-0.39147i,-8.145
