Frequency (Hz), H(j), Amplitude Response (dB)
20,0.12148+0.005004i,-18.303
21,0.10611-0.063i,-18.174
22,0.055023-0.11222i,-18.063
23,-0.015676-0.12544i,-17.964
24,-0.082827-0.097282i,-17.872
25,-0.1239-0.035985i,-17.787
26,-0.12422+0.038527i,-17.717
27,-0.083017+0.10134i,-17.655
28,-0.013345+0.13126i,-17.593
29,0.061768+0.1175i,-17.54
30,0.11704+0.064137i,-17.493
31,0.13379-0.011875i,-17.438
32,0.10529-0.084298i,-17.401
33,0.041031-0.12908i,-17.365
34,-0.037677-0.13069i,-17.328
35,-0.10431-0.087917i,-17.302
36,-0.13609-0.015147i,-17.27
37,-0.12191+0.063454i,-17.238
38,-0.066095+0.12093i,-17.214
39,0.012541+0.13758i,-17.193
40,0.087342+0.10752i,-17.17
41,0.13275+0.040618i,-17.15
42,0.13314-0.040466i,-17.13
43,0.088058-0.10812i,-17.112
44,0.012663-0.13909i,-17.098
45,-0.067312-0.12268i,-17.081
46,-0.12456-0.064248i,-17.068
47,-0.13942+0.016424i,-17.054
48,-0.10652+0.091731i,-17.042
49,-0.037126+0.13578i,-17.03
50,0.045202+0.13349i,-17.019
51,0.11236+0.085339i,-17.01
52,0.14104+0.0077577i,-17
53,0.12137-0.072619i,-16.989
54,0.059896-0.12821i,-16.984
55,-0.022212-0.13986i,-16.978
56,-0.096885-0.10347i,-16.97
57,-0.13833-0.03142i,-16.963
58,-0.13227+0.051553i,-16.957
59,-0.080657+0.11694i,-16.951
60,-0.0012234+0.1422i,-16.942
61,0.078816+0.11844i,-16.938
62,0.13176+0.053885i,-16.932
63,0.13936-0.029316i,-16.929
64,0.098953-0.10248i,-16.926
65,0.024394-0.14041i,-16.923
66,-0.058648-0.12994i,-16.92
67,-0.12155-0.074632i,-16.916
68,-0.14252+0.0064512i,-16.914
69,-0.11431+0.085389i,-16.913
70,-0.046633+0.13484i,-16.913
71,0.037068+0.13786i,-16.908
72,0.10817+0.093209i,-16.906
73,0.14188+0.016364i,-16.904
74,0.12657-0.066203i,-16.903
75,0.067607-0.12583i,-16.903
76,-0.014822-0.1421i,-16.901
77,-0.092131-0.10923i,-16.9
78,-0.13758-0.038604i,-16.899
79,-0.13553+0.045398i,-16.898
80,-0.086556+0.11366i,-16.901
82,0.073884+0.12228i,-16.901
83,0.12977+0.059654i,-16.904
84,0.14091-0.023653i,-16.901
85,0.10322-0.098738i,-16.903
86,0.029776-0.13966i,-16.906
87,-0.053811-0.13227i,-16.906
88,-0.11883-0.079056i,-16.91
90,-0.11723+0.081453i,-16.908
91,-0.0511+0.13322i,-16.913
92,0.032698+0.13887i,-16.914
93,0.10506+0.096424i,-16.918
95,0.1282-0.062274i,-16.922
96,0.070946-0.12357i,-16.924
97,-0.010841-0.14207i,-16.925
99,-0.13603-0.042016i,-16.931
100,-0.13608+0.041793i,-16.933
101,-0.089005+0.11098i,-16.938
103,0.070549+0.12346i,-16.942
104,0.12768+0.062347i,-16.949
105,0.14064-0.020302i,-16.948
107,0.032665-0.13819i,-16.954
108,-0.050662-0.13254i,-16.961
110,-0.14185-0.0015405i,-16.963
111,-0.11805+0.078553i,-16.967
113,0.029746+0.13857i,-16.971
114,0.10256+0.097802i,-16.971
116,0.1285-0.059525i,-16.978
118,-0.0082893-0.14127i,-16.984
119,-0.086237-0.11209i,-16.99
121,-0.13586+0.039087i,-16.993
122,-0.09028+0.10875i,-16.994
124,0.068105+0.1238i,-16.997
126,0.14008-0.017984i,-17.001
127,0.10561-0.093659i,-17.006
129,-0.048438-0.13256i,-17.008
131,-0.14107-0.0035126i,-17.009
133,-0.054892+0.12999i,-17.009
135,0.1008+0.098629i,-17.014
136,0.13885+0.024738i,-17.014
138,0.073825-0.12015i,-17.014
140,-0.084752-0.11258i,-17.021
142,-0.13586+0.037747i,-17.015
144,-0.014508+0.14018i,-17.02
146,0.12513+0.064804i,-17.021
148,0.106-0.092826i,-17.022
150,-0.047638-0.13259i,-17.022
152,-0.14082-0.0040423i,-17.023
154,-0.055124+0.12957i,-17.028
156,0.10045+0.098598i,-17.031
158,0.12845-0.057559i,-17.031
160,-0.0067439-0.14047i,-17.038
163,-0.13528+0.037889i,-17.047
165,-0.014078+0.13971i,-17.051
167,0.12492+0.064031i,-17.054
169,0.10509-0.092889i,-17.061
172,-0.11383-0.081591i,-17.074
174,-0.11738+0.076145i,-17.083
176,0.028001+0.13694i,-17.092
179,0.12708-0.057777i,-17.102
181,-0.0074482-0.1393i,-17.108
184,-0.13391+0.038277i,-17.122
186,-0.013291+0.1386i,-17.125
189,0.13796-0.017875i,-17.132
191,0.03365-0.13492i,-17.136
194,-0.13895-0.0026553i,-17.141
196,-0.053146+0.12834i,-17.146
199,0.13703+0.023162i,-17.141
202,-0.0080608-0.1387i,-17.144
205,-0.13336+0.038996i,-17.143
207,-0.012259+0.13837i,-17.145
210,0.13757-0.019085i,-17.147
213,-0.049419-0.12974i,-17.15
216,-0.11529+0.077368i,-17.149
219,0.10119+0.094861i,-17.158
222,0.069599-0.11981i,-17.167
225,-0.13226-0.040904i,-17.175
228,-0.010143+0.13794i,-17.183
231,0.13656-0.020981i,-17.192
234,-0.051099-0.1283i,-17.196
237,-0.11356+0.078477i,-17.2
241,0.1367+0.019439i,-17.198
244,-0.011688-0.13755i,-17.2
247,-0.13157+0.042335i,-17.189
251,0.12551+0.058038i,-17.185
254,0.028309-0.13535i,-17.185
257,-0.13829+0.0030123i,-17.182
261,0.1038+0.091413i,-17.183
264,0.06566-0.12167i,-17.186
268,-0.13075+0.045048i,-17.184
272,0.12656+0.055497i,-17.19
275,0.02561-0.13578i,-17.191
279,-0.11099+0.08252i,-17.183
283,0.13766+0.014559i,-17.175
287,-0.091532-0.10421i,-17.158
291,-0.0032077+0.1388i,-17.15
295,0.096452-0.10021i,-17.134
299,-0.13892+0.0084842i,-17.128
303,0.10794+0.087827i,-17.13
307,-0.019994-0.13785i,-17.121
311,-0.078783+0.11504i,-17.113
315,0.13617-0.031284i,-17.095
320,-0.13971+0.011321i,-17.067
324,0.11076+0.086435i,-17.047
328,-0.023098-0.1389i,-17.027
333,0.0030061+0.14105i,-17.011
337,0.093436-0.10594i,-17
342,-0.10803+0.091536i,-16.979
347,0.12054-0.075247i,-16.948
351,-0.14006-0.026389i,-16.922
356,0.1354+0.046325i,-16.887
361,-0.12778-0.065475i,-16.858
366,0.11736+0.083373i,-16.835
371,-0.10442-0.099851i,-16.804
376,0.08932+0.11441i,-16.764
381,-0.072253-0.12669i,-16.722
386,0.053652+0.1364i,-16.679
391,-0.0336-0.14322i,-16.647
397,0.09337+0.11454i,-16.608
402,-0.076122-0.12757i,-16.562
408,0.12537+0.081725i,-16.498
413,-0.11293-0.099395i,-16.453
419,0.14587+0.039978i,-16.406
424,-0.13923-0.061193i,-16.358
430,0.15318-0.0061284i,-16.289
436,-0.13587+0.073282i,-16.229
442,0.0906-0.12621i,-16.173
448,-0.026443+0.1542i,-16.112
454,-0.044145-0.15145i,-16.04
460,0.10693+0.1177i,-15.971
467,-0.15644+0.034726i,-15.904
473,0.12668-0.10037i,-15.83
479,-0.070477+0.14697i,-15.756
486,-0.093403-0.13528i,-15.682
493,0.16552-0.013857i,-15.593
499,-0.14402+0.085608i,-15.517
506,-0.0027492-0.16906i,-15.438
513,0.14948+0.082685i,-15.349
520,-0.14763+0.089682i,-15.252
527,-0.0043518-0.17426i,-15.173
534,0.15485+0.084021i,-15.081
541,-0.15146+0.093564i,-14.99
549,-0.10604-0.14555i,-14.891
556,0.18104-0.01965i,-14.793
564,0.033786+0.18093i,-14.701
571,-0.17556-0.061929i,-14.602
579,0.048888-0.18196i,-14.498
587,0.18743+0.035584i,-14.389
595,-0.021467+0.19187i,-14.286
603,-0.19525-0.0072628i,-14.182
611,-0.0075226-0.19765i,-14.076
620,0.15199-0.1307i,-13.96
628,0.14332+0.14348i,-13.859
637,-0.023536+0.20422i,-13.741
645,-0.20781-0.0084326i,-13.639
654,-0.12432-0.17032i,-13.52
