Frequency (Hz), H(j), Amplitude Response (dB)
20,0.10163-0.013703i,-19.781
21,0.078359-0.06824i,-19.667
22,0.028174-0.10136i,-19.56
23,-0.032863-0.10115i,-19.465
24,-0.084104-0.066696i,-19.385
25,-0.10786-0.0089997i,-19.313
26,-0.095543+0.052785i,-19.239
27,-0.050379+0.09772i,-19.177
28,0.012648+0.1099i,-19.123
29,0.07222+0.084696i,-19.07
30,0.10781+0.03009i,-19.021
31,0.10672-0.035196i,-18.987
32,0.069044-0.089331i,-18.946
33,0.0071958-0.11319i,-18.907
34,-0.057665-0.098164i,-18.873
35,-0.10313-0.049198i,-18.842
36,-0.11331+0.017187i,-18.816
37,-0.084393+0.078017i,-18.791
38,-0.026048+0.11224i,-18.769
39,0.041631+0.1078i,-18.744
40,0.095216+0.065897i,-18.726
41,0.11607+0.00087093i,-18.706
42,0.096597-0.064708i,-18.691
43,0.043486-0.10807i,-18.674
44,-0.024969-0.11402i,-18.657
45,-0.085033-0.080209i,-18.644
46,-0.11566-0.018341i,-18.629
47,-0.10597+0.050172i,-18.618
48,-0.059313+0.1013i,-18.608
49,0.008253+0.11728i,-18.594
50,0.073141+0.092276i,-18.581
51,0.11252+0.034925i,-18.576
52,0.1127-0.034755i,-18.567
53,0.073416-0.092429i,-18.56
54,0.0083816-0.11788i,-18.549
55,-0.059802-0.10208i,-18.539
56,-0.1071-0.050466i,-18.534
57,-0.11695+0.018937i,-18.527
58,-0.085797+0.081843i,-18.52
59,-0.024525+0.11607i,-18.516
60,0.045535+0.10963i,-18.51
61,0.099621+0.064735i,-18.503
62,0.11883-0.0030294i,-18.499
63,0.09629-0.069758i,-18.496
64,0.039886-0.11209i,-18.491
65,-0.030613-0.11508i,-18.483
66,-0.090414-0.077589i,-18.479
67,-0.11849-0.012769i,-18.476
68,-0.10489+0.056639i,-18.474
69,-0.054429+0.10618i,-18.466
70,0.015265+0.11838i,-18.463
71,0.079724+0.088899i,-18.459
72,0.11609+0.028133i,-18.456
73,0.11161-0.042673i,-18.454
