Frequency (Hz), H(j), Amplitude Response (dB)
20,0.10409+0.022466i,-19.454
21,0.10137-0.037359i,-19.329
22,0.066101-0.08715i,-19.221
23,0.008798-0.11026i,-19.124
24,-0.052684-0.098577i,-19.033
25,-0.098604-0.054889i,-18.95
26,-0.11354+0.007332i,-18.879
27,-0.092024+0.068209i,-18.82
28,-0.040439+0.10802i,-18.76
29,0.02498+0.11337i,-18.704
30,0.083214+0.081941i,-18.652
31,0.11495+0.023429i,-18.613
32,0.10965-0.043348i,-18.569
33,0.068505-0.096642i,-18.529
34,0.004488-0.11881i,-18.496
35,-0.061441-0.10228i,-18.466
36,-0.10785-0.05214i,-18.432
37,-0.11912+0.015557i,-18.407
38,-0.09137+0.078558i,-18.38
39,-0.03337+0.11608i,-18.36
40,0.035953+0.11571i,-18.332
41,0.09375+0.077094i,-18.317
42,0.12094+0.012908i,-18.299
43,0.10837-0.055816i,-18.28
44,0.05994-0.10639i,-18.265
45,-0.0085096-0.12204i,-18.249
46,-0.074323-0.097353i,-18.239
47,-0.11587-0.04038i,-18.223
48,-0.11914+0.030165i,-18.209
49,-0.082944+0.090925i,-18.197
50,-0.019841+0.12059i,-18.258
51,0.051202+0.11221i,-18.178
52,0.10472+0.065445i,-18.167
53,0.1236-0.0031604i,-18.157
54,0.10141-0.070888i,-18.15
55,0.045509-0.11516i,-18.143
56,-0.025627-0.12129i,-18.134
57,-0.088426-0.087047i,-18.126
58,-0.12186-0.023821i,-18.12
59,-0.11483+0.047523i,-18.113
60,-0.069505+0.10307i,-18.11
61,-0.00097217+0.12442i,-18.102
62,0.067942+0.10437i,-18.094
63,0.11434+0.049434i,-18.092
64,0.12266-0.022049i,-18.088
65,0.090097-0.086213i,-18.083
66,0.027433-0.1217i,-18.079
67,-0.044459-0.11659i,-18.077
68,-0.10156-0.072589i,-18.074
69,-0.1248-0.004279i,-18.07
70,-0.1064+0.065493i,-18.066
71,-0.052437+0.11343i,-18.064
72,0.019092+0.12357i,-18.06
73,0.084284+0.092414i,-18.056
74,0.12143+0.030301i,-18.051
75,0.11793-0.041931i,-18.05
76,0.07503-0.10021i,-18.049
77,0.0070224-0.12505i,-18.045
78,-0.063361-0.10804i,-18.045
79,-0.11261-0.0549i,-18.042
80,-0.12422+0.016619i,-18.039
82,-0.032644+0.12098i,-18.041
83,0.039756+0.11883i,-18.041
84,0.098987+0.076903i,-18.038
85,0.12502+0.00926i,-18.036
86,0.10924-0.061568i,-18.035
87,0.056865-0.11176i,-18.034
88,-0.014585-0.12453i,-18.035
90,-0.12054-0.034684i,-18.032
91,-0.11956+0.037902i,-18.033
92,-0.078504+0.097831i,-18.032
93,-0.011151+0.12493i,-18.032
95,0.11093+0.05851i,-18.033
96,0.12479-0.012803i,-18.031
97,0.096806-0.079809i,-18.03
99,-0.036304-0.12003i,-18.034
100,-0.096817-0.079823i,-18.029
101,-0.12476-0.012791i,-18.033
103,-0.059899+0.11022i,-18.031
104,0.011263+0.12491i,-18.033
105,0.078655+0.097737i,-18.03
107,0.12047-0.034912i,-18.032
108,0.080923-0.09578i,-18.035
110,-0.057241-0.11159i,-18.033
111,-0.10954-0.061084i,-18.032
113,-0.09852+0.077567i,-18.035
114,-0.039025+0.11919i,-18.033
116,0.095006+0.081846i,-18.034
118,0.11208-0.056168i,-18.036
119,0.062158-0.10889i,-18.035
121,-0.076631-0.099226i,-18.036
122,-0.11877-0.040058i,-18.038
124,-0.082681+0.094217i,-18.037
126,0.055206+0.11258i,-18.035
127,0.10831+0.06304i,-18.04
129,0.099833-0.075778i,-18.039
131,-0.031602-0.12128i,-18.039
133,-0.12416-0.017437i,-18.036
135,-0.063848+0.10788i,-18.037
136,0.0067958+0.12518i,-18.036
138,0.11819+0.041868i,-18.035
140,0.083976-0.093016i,-18.04
142,-0.053649-0.11329i,-18.037
144,-0.12523+0.0060453i,-18.035
146,-0.04247+0.11796i,-18.036
148,0.09263+0.084517i,-18.034
150,0.11361-0.053107i,-18.033
152,-0.0054307-0.12533i,-18.031
154,-0.11783-0.043022i,-18.031
156,-0.084901+0.092271i,-18.035
158,0.052652+0.11382i,-18.033
160,0.12528-0.0049642i,-18.036
163,-0.029132-0.12193i,-18.036
165,-0.1238-0.019845i,-18.035
167,-0.065782+0.10676i,-18.034
169,0.073398+0.10167i,-18.034
172,0.085472-0.091715i,-18.036
174,-0.051921-0.11411i,-18.036
176,-0.12528+0.0041997i,-18.037
179,0.028444+0.12208i,-18.037
181,0.12362+0.020499i,-18.041
184,-0.0038888-0.12531i,-18.036
186,-0.11724-0.044465i,-18.035
189,-0.020854+0.12362i,-18.036
191,0.10621+0.066664i,-18.034
194,0.044728-0.11721i,-18.03
196,-0.091158-0.086294i,-18.025
199,-0.066974+0.10627i,-18.019
202,0.11729+0.045022i,-18.018
205,0.021308-0.12392i,-18.01
207,-0.10638-0.067118i,-18.008
210,-0.045155+0.11748i,-18.003
213,0.12413+0.021415i,-17.995
216,-0.0032451-0.12603i,-17.988
219,-0.12298+0.027784i,-17.987
222,0.051307+0.11531i,-17.978
225,0.10316-0.072824i,-17.973
228,-0.091645-0.086999i,-17.968
231,-0.067513+0.10691i,-17.962
234,0.11818+0.045301i,-17.954
237,0.021484-0.12489i,-17.943
241,-0.10362+0.073227i,-17.932
244,0.092154+0.087446i,-17.921
247,0.067851-0.1076i,-17.91
251,-0.12428+0.028191i,-17.894
254,0.052033+0.11651i,-17.883
257,0.10425-0.073925i,-17.869
261,-0.12625-0.021389i,-17.852
264,0.0037192+0.12817i,-17.841
268,0.088148-0.09357i,-17.819
272,-0.12873+0.0038967i,-17.803
275,0.028994+0.12569i,-17.789
279,0.068487-0.10973i,-17.765
283,-0.12633+0.029361i,-17.742
287,0.11041+0.068755i,-17.716
291,-0.029662-0.12706i,-17.69
295,-0.068932+0.11121i,-17.665
299,0.12774-0.030057i,-17.64
303,-0.11193-0.069207i,-17.615
307,0.03038+0.12847i,-17.588
311,0.069511-0.11276i,-17.558
315,-0.12936+0.030781i,-17.525
320,0.13355-0.0050015i,-17.481
324,-0.098443-0.091189i,-17.446
328,0.0052559+0.13462i,-17.411
333,0.021047-0.1337i,-17.371
337,-0.10986+0.079961i,-17.337
342,0.12396-0.057345i,-17.292
347,-0.13354+0.032277i,-17.241
351,0.11782+0.071905i,-17.2
356,-0.10215-0.093997i,-17.151
361,0.082381+0.11279i,-17.098
366,-0.059177-0.12742i,-17.047
371,0.033387+0.13737i,-16.993
376,-0.0059532-0.14218i,-16.936
381,-0.022107+0.14154i,-16.878
386,0.0496-0.13544i,-16.818
391,-0.075654+0.12396i,-16.759
397,0.022761-0.14461i,-16.69
402,-0.051025+0.13832i,-16.628
408,-0.0057193-0.14866i,-16.549
413,-0.023654+0.14797i,-16.487
419,-0.034861-0.14708i,-16.412
424,0.0052709+0.15219i,-16.347
430,-0.063471-0.14001i,-16.265
436,0.1131+0.10619i,-16.186
442,-0.14637-0.055693i,-16.104
448,0.15802-0.0042345i,-16.023
454,-0.1459+0.064619i,-15.941
460,0.11149-0.11637i,-15.855
467,0.034641+0.15923i,-15.758
473,-0.093405-0.13549i,-15.673
479,0.13924+0.090764i,-15.587
486,-0.15484+0.065406i,-15.489
493,0.032797-0.16689i,-15.387
499,0.033277+0.16855i,-15.3
506,-0.16011-0.067508i,-15.201
513,0.14738-0.095932i,-15.097
520,-0.0030588+0.1779i,-14.995
527,-0.14731-0.1034i,-14.896
534,0.17022-0.064751i,-14.793
541,-0.042287+0.17934i,-14.692
549,-0.18143-0.044254i,-14.575
556,0.14005-0.12685i,-14.473
564,0.12735+0.14293i,-14.36
571,-0.19208+0.025354i,-14.255
579,-0.024063-0.19484i,-14.141
587,0.19766-0.022628i,-14.025
595,0.021102+0.2004i,-13.914
603,-0.20323+0.019437i,-13.801
611,-0.017749-0.20607i,-13.688
620,0.16533-0.12926i,-13.561
628,0.12916+0.16873i,-13.453
637,-0.071959+0.20324i,-13.327
645,-0.20501-0.074968i,-13.219
654,-0.049655-0.21574i,-13.097
663,0.15591-0.16148i,-12.977
672,0.22337+0.043376i,-12.859
681,0.086456+0.21383i,-12.741
691,-0.0053581+0.2341i,-12.61
