Frequency (Hz), H(j), Amplitude Response (dB)
20,0.15589-0.0043118i,-16.14
21,0.12964-0.090258i,-16.029
22,0.059321-0.14835i,-15.93
23,-0.032565-0.15811i,-15.84
24,-0.11549-0.11492i,-15.761
25,-0.16109-0.032168i,-15.689
26,-0.15308+0.062876i,-15.625
27,-0.093131+0.13811i,-15.568
28,-0.00079479+0.16759i,-15.515
29,0.093003+0.14054i,-15.467
30,0.15623+0.065349i,-15.425
31,0.16689-0.032977i,-15.385
32,0.12067-0.12088i,-15.35
33,0.032819-0.16829i,-15.317
34,-0.066968-0.15849i,-15.286
35,-0.14457-0.094277i,-15.26
36,-0.17308+0.0026821i,-15.234
37,-0.14232+0.099361i,-15.21
38,-0.062453+0.16242i,-15.189
39,0.039323+0.16989i,-15.17
40,0.12818+0.11889i,-15.148
41,0.17305+0.026693i,-15.134
42,0.15851-0.075139i,-15.119
43,0.089156-0.15139i,-15.105
44,-0.011227-0.17562i,-15.091
45,-0.10809-0.13918i,-15.079
46,-0.16783-0.054476i,-15.067
47,-0.16965+0.049348i,-15.056
48,-0.11268+0.13635i,-15.046
49,-0.016537+0.17632i,-15.036
50,0.08473+0.15459i,-15.075
51,0.15824+0.080198i,-15.021
52,0.1761-0.022775i,-15.013
53,0.13283-0.11806i,-15.006
54,0.043322-0.17247i,-15
55,-0.061377-0.16704i,-14.994
56,-0.14488-0.10349i,-14.989
57,-0.17813-0.0038748i,-14.983
58,-0.14939+0.097234i,-14.98
59,-0.068641+0.1646i,-14.975
60,0.036122+0.1747i,-14.972
61,0.12841+0.124i,-14.967
62,0.17602+0.030006i,-14.965
63,0.16235-0.074506i,-14.961
64,0.092065-0.15314i,-14.958
65,-0.010351-0.17842i,-14.956
66,-0.10926-0.14148i,-14.955
67,-0.17008-0.055184i,-14.952
68,-0.17158+0.050445i,-14.951
69,-0.1132+0.13849i,-14.949
70,-0.015266+0.17823i,-14.949
71,0.088017+0.15577i,-14.947
72,0.1606+0.078875i,-14.947
73,0.1771-0.025571i,-14.946
74,0.13174-0.12113i,-14.945
75,0.040331-0.17436i,-14.945
76,-0.065195-0.16669i,-14.944
77,-0.14794-0.10071i,-14.945
78,-0.17897+0.000447i,-14.944
79,-0.14742+0.10145i,-14.945
80,-0.064271+0.16701i,-14.945
82,0.13242+0.12033i,-14.946
83,0.17721+0.024462i,-14.948
84,0.16003-0.079959i,-14.948
85,0.086829-0.15639i,-14.949
86,-0.016757-0.17804i,-14.951
87,-0.11442-0.13741i,-14.952
88,-0.17204-0.048667i,-14.953
90,-0.10745+0.14282i,-14.956
91,-0.0078881+0.17852i,-14.958
92,0.094391+0.15168i,-14.96
93,0.16357+0.071748i,-14.962
95,0.12584-0.12663i,-14.966
96,0.032193-0.17554i,-14.969
97,-0.072694-0.16295i,-14.971
99,-0.1781+0.0090758i,-14.975
100,-0.14175+0.10817i,-14.977
101,-0.055706+0.16929i,-14.981
103,0.13779+0.11289i,-14.985
104,0.17741+0.01518i,-14.989
105,0.15484-0.087832i,-14.991
107,-0.026152-0.17597i,-14.996
108,-0.12106-0.13026i,-15
110,-0.16501+0.066008i,-15.005
111,-0.098678+0.14773i,-15.008
113,0.10225+0.14513i,-15.014
114,0.16637+0.061797i,-15.017
116,0.11742-0.13289i,-15.024
118,-0.081697-0.15725i,-15.03
119,-0.15627-0.083384i,-15.034
121,-0.13392+0.11575i,-15.04
122,-0.044897+0.17116i,-15.043
124,0.14346+0.10333i,-15.05
126,0.14787-0.096652i,-15.058
127,0.067186-0.1633i,-15.061
129,-0.12815-0.12127i,-15.069
131,-0.1591+0.075944i,-15.075
133,0.01372+0.17563i,-15.082
135,0.16869+0.05023i,-15.089
136,0.16741-0.054054i,-15.094
138,0.0096494-0.1755i,-15.101
140,-0.16018-0.071945i,-15.11
142,-0.12455+0.1236i,-15.116
144,0.070591+0.16046i,-15.124
146,0.17494-0.0082839i,-15.132
148,0.054979-0.16611i,-15.14
150,-0.13524-0.11077i,-15.148
152,-0.15178+0.086378i,-15.157
154,0.026179+0.17248i,-15.166
156,0.17023+0.037383i,-15.175
158,0.095828-0.14537i,-15.184
160,-0.10123-0.14142i,-15.193
163,-0.11371+0.13122i,-15.207
165,0.081651+0.15302i,-15.217
167,0.17194-0.02137i,-15.226
169,0.04162-0.16798i,-15.236
172,-0.17275-0.0012552i,-15.251
174,-0.063005+0.16063i,-15.262
176,0.12726+0.11624i,-15.272
179,0.083127-0.15061i,-15.288
181,-0.11072-0.1314i,-15.298
184,-0.10171+0.1381i,-15.314
186,0.092405+0.14425i,-15.325
189,0.11843-0.12338i,-15.339
191,-0.072704-0.15458i,-15.349
194,-0.13304+0.10667i,-15.364
196,0.05193+0.16221i,-15.375
199,0.14531-0.088316i,-15.389
202,-0.11969-0.12037i,-15.404
205,-0.088815+0.14432i,-15.419
207,0.10287+0.13438i,-15.43
210,0.10633-0.13128i,-15.445
213,-0.15228-0.072452i,-15.461
216,-0.034609+0.16475i,-15.476
219,0.16793-0.0050049i,-15.493
222,-0.044215-0.16176i,-15.509
225,-0.14657+0.080805i,-15.526
228,0.11275+0.12327i,-15.543
231,0.093154-0.13828i,-15.56
234,-0.15601-0.057953i,-15.575
237,-0.01964+0.16497i,-15.591
241,0.12446-0.10947i,-15.611
244,-0.13541-0.095046i,-15.627
247,-0.060415+0.15373i,-15.641
251,0.14722-0.074037i,-15.662
254,-0.10642-0.12544i,-15.677
257,-0.096664+0.13275i,-15.692
261,0.16019-0.034372i,-15.712
264,-0.071007-0.14731i,-15.728
268,-0.045203+0.15676i,-15.748
272,0.13789-0.086464i,-15.769
275,-0.11635-0.11343i,-15.783
279,0.011062+0.16177i,-15.802
283,0.099383-0.12769i,-15.82
287,-0.15889+0.028902i,-15.837
291,0.13746+0.084147i,-15.854
295,-0.046358-0.15404i,-15.871
299,-0.067925+0.14544i,-15.889
303,0.14725-0.063088i,-15.907
307,-0.15156-0.050937i,-15.924
311,0.078962+0.13869i,-15.94
315,0.033425-0.1558i,-15.953
320,-0.052569+0.1501i,-15.97
324,0.13894-0.076867i,-15.984
328,-0.15463-0.035078i,-15.996
333,0.14875+0.05399i,-16.013
337,-0.074953-0.13912i,-16.025
342,0.056915+0.14713i,-16.04
347,-0.038098-0.15287i,-16.052
351,-0.073228+0.13931i,-16.061
356,0.089846-0.12899i,-16.071
361,-0.10505+0.11669i,-16.082
366,0.11859-0.10262i,-16.092
371,-0.13031+0.087038i,-16.098
376,0.14003-0.070154i,-16.103
381,-0.14755+0.052256i,-16.108
386,0.15282-0.033599i,-16.111
391,-0.15574+0.014417i,-16.115
397,0.13151-0.084597i,-16.117
402,-0.14101+0.067685i,-16.115
408,0.093869-0.12518i,-16.112
413,-0.10864+0.11267i,-16.109
419,0.04441-0.15017i,-16.104
424,-0.062695+0.14366i,-16.096
430,-0.010749-0.15656i,-16.086
436,0.081913+0.13409i,-16.075
442,-0.13476-0.081252i,-16.062
448,0.15733+0.0099187i,-16.047
454,-0.14445+0.064005i,-16.027
460,0.098787-0.12373i,-16.009
467,0.06321+0.14562i,-15.986
473,-0.12365-0.10031i,-15.96
479,0.15644+0.031989i,-15.935
486,-0.10192+0.12365i,-15.904
493,-0.061714-0.14858i,-15.87
499,0.12378+0.1037i,-15.838
506,-0.15027+0.060972i,-15.801
513,0.016701-0.16209i,-15.759
520,0.13604+0.091189i,-15.715
527,-0.14508+0.077742i,-15.672
534,-0.00059066-0.16553i,-15.622
541,0.14727+0.077558i,-15.575
549,-0.060635+0.15622i,-15.516
556,-0.11015-0.12765i,-15.463
564,0.11508-0.12484i,-15.402
571,0.05648+0.16134i,-15.343
579,-0.15503+0.075013i,-15.278
587,-0.092838-0.14671i,-15.208
595,0.13632-0.10973i,-15.139
603,0.12545+0.1241i,-15.067
611,-0.11008+0.1398i,-14.995
620,-0.17945+0.0087189i,-14.911
628,-0.029032-0.17888i,-14.836
637,0.11721-0.14061i,-14.748
645,0.15418+0.10168i,-14.671
654,0.024444+0.185i,-14.582
663,-0.12504+0.14107i,-14.493
672,-0.19049-0.002147i,-14.402
681,-0.12432-0.14698i,-14.311
691,-0.084263-0.17559i,-14.21
700,0.078571-0.18051i,-14.117
709,0.18997-0.059177i,-14.024
719,0.20114-0.0093175i,-13.921
729,0.19931+0.042441i,-13.817
739,0.18419+0.092716i,-13.714
749,0.15642+0.13808i,-13.612
759,0.11757+0.1754i,-13.508
769,0.069865+0.20196i,-13.404
780,0.13575+0.16864i,-13.291
790,0.089227+0.20002i,-13.19
801,0.15344+0.16025i,-13.078
812,0.20103+0.10045i,-12.967
823,0.22597+0.027223i,-12.856
834,0.22476-0.051042i,-12.747
846,0.091512-0.21499i,-12.629
857,0.014174-0.23614i,-12.521
869,-0.18549-0.15191i,-12.405
881,-0.23493+0.062025i,-12.289
893,-0.088743+0.22957i,-12.177
905,0.13556+0.2093i,-12.063
917,0.25224+0.013296i,-11.952
930,0.019985-0.25528i,-11.833
942,-0.19728-0.16825i,-11.724
955,-0.17566+0.19543i,-11.608
968,0.19327+0.18312i,-11.494
981,0.19061-0.19079i,-11.383
995,-0.26746-0.056949i,-11.262
1008,-0.064929+0.2692i,-11.153
1022,0.26471-0.093033i,-11.039
1036,-0.22493-0.17391i,-10.924
1050,-0.024112+0.28694i,-10.813
1064,0.2573-0.13736i,-10.702
1079,-0.29422+0.028184i,-10.587
1093,0.18565+0.23465i,-10.48
1108,-0.081994-0.29176i,-10.369
1123,-0.037128+0.30466i,-10.26
1139,-0.026378-0.30987i,-10.145
1154,-0.096233+0.29974i,-10.039
1170,0.033335-0.31709i,-9.9286
1186,0.032589+0.32118i,-9.8205
1202,-0.098665-0.31151i,-9.7153
1218,0.16214+0.28825i,-9.6108
1235,-0.32433-0.083223i,-9.5033
1252,0.28793-0.17889i,-9.3966
1269,-0.070792+0.33567i,-9.2927
1286,-0.19576-0.28666i,-9.1903
1304,0.3183-0.14869i,-9.086
1321,-0.11415+0.33643i,-8.9888
1339,-0.31726-0.16902i,-8.8867
1357,0.22054-0.28899i,-8.7893
1376,0.35957+0.07761i,-8.6866
1395,0.083564+0.36257i,-8.5874
1414,-0.29589+0.23238i,-8.4908
1433,-0.33986-0.17092i,-8.3947
1452,0.010396-0.38435i,-8.3023
1472,0.20557-0.32993i,-8.207
1492,0.3479-0.18268i,-8.1133
1513,0.33766-0.2094i,-8.0172
1533,0.40124-0.0099256i,-7.9292
1554,0.40375-0.038991i,-7.8375
1575,0.40404-0.068438i,-7.7486
1597,0.27608-0.30861i,-7.6583
1618,0.25587-0.33076i,-7.5728
1640,-0.0062008-0.42234i,-7.4858
1663,-0.40993-0.11839i,-7.3979
1685,-0.39811+0.1645i,-7.3154
1708,0.041634+0.43293i,-7.2316
1731,0.43029+0.087262i,-7.1497
1755,-0.046816-0.4408i,-7.0665
1779,-0.41007+0.17903i,-6.9853
1803,0.29687+0.34017i,-6.9069
1828,-0.024731-0.45502i,-6.8267
1853,-0.26298+0.37715i,-6.7489
1878,0.44326-0.13651i,-6.6733
1903,-0.43704-0.16679i,-6.5991
1929,0.42972+0.19496i,-6.5234
1955,-0.4205-0.22273i,-6.4506
1982,0.47917-0.025558i,-6.3778
2009,-0.40104+0.27068i,-6.3059
2036,0.20622-0.44203i,-6.2357
2064,0.31888+0.37422i,-6.1669
2092,-0.47667+0.13569i,-6.0973
2121,-0.21759-0.44962i,-6.0291
2150,0.40847-0.29424i,-5.9616
2179,0.36295+0.3542i,-5.8975
2208,-0.28823+0.42179i,-5.8339
2238,-0.50671+0.089963i,-5.7701
2269,-0.51831-0.0092671i,-5.7069
2300,-0.51049-0.10951i,-5.6449
2331,-0.48324-0.20702i,-5.5849
2363,-0.52939+0.0018991i,-5.5244
2395,-0.48842+0.21345i,-5.465
2428,-0.07941+0.5307i,-5.4069
2461,0.40998+0.35161i,-5.3504
2494,0.51904-0.16143i,-5.2951
2528,-0.18404-0.51511i,-5.2402
2562,-0.5101+0.20658i,-5.1873
2597,0.47418+0.2859i,-5.1345
2633,-0.36006-0.42517i,-5.0806
2669,0.20662+0.52101i,-5.0286
2705,-0.029324-0.56286i,-4.9802
2742,0.18306+0.53655i,-4.9296
2779,-0.32441-0.46869i,-4.8823
2817,0.57106+0.049549i,-4.8338
2855,-0.4048+0.41034i,-4.7854
2894,-0.37408-0.44247i,-4.7403
2933,0.47672-0.33443i,-4.6967
2973,0.52779+0.25306i,-4.6522
3014,0.36373+0.46238i,-4.6081
3055,0.12309+0.5783i,-4.5645
3096,-0.14536+0.57605i,-4.5226
3139,0.28616+0.52388i,-4.4814
3181,0.36054+0.47916i,-4.442
3225,0.54934-0.24752i,-4.4005
3268,0.23574-0.55719i,-4.3648
3313,-0.60768-0.012127i,-4.3247
3358,0.21512+0.57125i,-4.2876
3404,0.13872-0.59708i,-4.2511
3450,-0.44865+0.42136i,-4.2155
3497,0.44464-0.42916i,-4.1806
3545,-0.11569+0.60958i,-4.1457
3593,-0.25865-0.56662i,-4.1121
3642,0.62338-0.046777i,-4.0805
3691,-0.1723+0.60347i,-4.0466
3741,-0.62951-0.018491i,-4.0162
3792,-0.46275-0.4304i,-3.9861
3844,-0.41035-0.48353i,-3.9557
3896,-0.35181-0.53018i,-3.9269
3949,-0.55995-0.3066i,-3.8982
4003,-0.53412+0.35388i,-3.8668
4058,0.4152+0.49038i,-3.8419
4113,0.43986-0.47134i,-3.8129
4169,-0.64632-0.020413i,-3.7867
4226,0.62314+0.17984i,-3.7608
4283,-0.56117-0.32896i,-3.7353
4341,0.64217+0.11512i,-3.7097
4400,-0.46619+0.45877i,-3.6875
4460,-0.45351-0.47398i,-3.662
4521,0.14336-0.64184i,-3.64
4583,0.37269-0.54401i,-3.6166
4645,0.54956-0.36755i,-3.5941
4708,0.45643-0.48033i,-3.5748
4772,-0.041858-0.66301i,-3.5523
4837,-0.66349-0.054834i,-3.5337
4903,0.24383+0.62114i,-3.5138
4970,0.092227-0.66258i,-3.4918
5037,-0.40581+0.53361i,-3.4734
5106,-0.027716-0.67126i,-3.4548
5175,0.45045+0.50021i,-3.4379
5246,-0.33092+0.58791i,-3.4185
5317,-0.66408-0.12587i,-3.4023
5390,-0.65958-0.15402i,-3.384
5463,-0.65373-0.18172i,-3.3688
5537,-0.65158+0.19394i,-3.352
5613,0.31612+0.60298i,-3.3394
5689,0.53193-0.42711i,-3.322
5767,-0.59854+0.32955i,-3.3083
5845,0.64734-0.22172i,-3.2956
5925,-0.14273+0.67048i,-3.2798
6005,-0.50253-0.46797i,-3.2649
6087,0.058954-0.68496i,-3.2547
6170,0.26211-0.63691i,-3.2389
6254,0.064169-0.68677i,-3.2261
6339,-0.4983-0.47798i,-3.2169
6425,-0.51227+0.46468i,-3.2026
6513,0.66141-0.20509i,-3.1919
6601,-0.68684-0.09391i,-3.1825
6691,0.55996-0.41008i,-3.1721
6782,0.29028+0.63146i,-3.1605
6874,-0.46838+0.51455i,-3.1503
6968,-0.45098+0.53071i,-3.1423
7063,-0.047365+0.69594i,-3.1284
7159,0.64313+0.27228i,-3.118
7256,0.091249-0.69278i,-3.1133
7355,-0.15825+0.68131i,-3.1049
7455,-0.19109-0.67384i,-3.093
7557,0.64176-0.28228i,-3.0844
7659,0.36831+0.59716i,-3.0781
7764,0.56097+0.42208i,-3.0729
7869,0.67697+0.18896i,-3.0628
7977,-0.2324-0.66406i,-3.0541
8085,-0.41241+0.57035i,-3.0506
8195,0.26423-0.65319i,-3.041
8307,0.61558+0.34391i,-3.0346
8420,-0.022788+0.70494i,-3.0325
8534,-0.35324+0.61097i,-3.0272
8650,0.13205+0.69393i,-3.0192
8768,0.60894-0.35905i,-3.0127
8887,-0.70453-0.063946i,-3.0064
9008,0.62456-0.33304i,-3.0017
9131,0.45796+0.53978i,-3.0009
9255,-0.036249+0.70766i,-2.9922
9381,0.27478+0.65333i,-2.99
9509,0.62875-0.32756i,-2.9876
9638,-0.65165-0.2807i,-2.9805
9770,0.61862-0.34797i,-2.9777
9903,0.31728+0.63482i,-2.9786
10037,-0.37427+0.60333i,-2.975
10174,0.16407+0.69138i,-2.9677
10312,0.70966-0.037052i,-2.9672
10453,-0.70676+0.074989i,-2.966
10595,0.51454-0.49081i,-2.9615
10739,0.61774+0.35294i,-2.9571
10885,0.58847+0.39942i,-2.9599
11033,0.61386-0.35936i,-2.9588
11184,-0.67504+0.22461i,-2.9574
11336,0.53822-0.46615i,-2.9501
11490,0.47975+0.52563i,-2.9546
11647,0.59957+0.38402i,-2.9502
11805,0.68164-0.20635i,-2.9481
11966,-0.70039-0.1262i,-2.9545
12129,0.60535-0.37433i,-2.9536
12294,0.56554+0.43202i,-2.9545
12461,0.56519+0.43345i,-2.9472
12631,0.29096-0.65009i,-2.9476
12802,-0.65181+0.28701i,-2.9479
12977,-0.35174-0.61902i,-2.9507
13153,0.24429-0.66831i,-2.9558
13332,-0.39498-0.59178i,-2.9567
13514,0.13566+0.69877i,-2.9527
13698,-0.59805-0.38482i,-2.9606
13884,0.093023-0.70533i,-2.9573
14073,-0.3681-0.60882i,-2.9571
14265,-0.08247+0.70596i,-2.9655
14459,-0.29496-0.64691i,-2.9628
14656,0.25221-0.66428i,-2.9681
14855,-0.035138-0.70927i,-2.9731
15057,-0.54432+0.45541i,-2.9784
15262,-0.0056315-0.70978i,-2.9772
15470,0.30462-0.6408i,-2.9807
15680,-0.21391-0.67588i,-2.988
15894,0.22555+0.67183i,-2.991
16110,-0.7081-0.017981i,-2.9953
16329,-0.7018-0.098196i,-2.9915
16552,0.39062+0.59037i,-3.0006
16777,-0.57111-0.41687i,-3.0108
17005,0.027278-0.7064i,-3.0125
17237,-0.69538-0.12728i,-3.0125
17471,0.54486+0.44975i,-3.0177
17709,-0.24977+0.66002i,-3.0276
17950,0.14118+0.69116i,-3.0309
18194,0.38143-0.59262i,-3.0392
18442,0.61572+0.34191i,-3.0451
18693,0.68859+0.14469i,-3.0531
18947,-0.22651-0.66515i,-3.0651
19205,0.69661-0.091597i,-3.0658
19467,0.50417-0.48847i,-3.0733
19731,-0.60497-0.35468i,-3.0822
20000,0.26664-0.6479i,-3.0903
