Frequency (Hz), H(j), Amplitude Response (dB)
20,-0.040885+0.14014i,-16.714
21,0.029867+0.14505i,-16.589
22,0.095788+0.11537i,-16.481
23,0.14037+0.057286i,-16.386
24,0.1523-0.015916i,-16.299
25,0.12783-0.086957i,-16.216
26,0.071867-0.13819i,-16.151
27,-0.0022973-0.15682i,-16.091
28,-0.077099-0.13784i,-16.03
29,-0.13413-0.085087i,-15.981
30,-0.15926-0.01107i,-15.937
31,-0.14594+0.067155i,-15.882
32,-0.096687+0.12909i,-15.848
33,-0.023351+0.16023i,-15.814
34,0.0564+0.15248i,-15.779
35,0.12293+0.10706i,-15.755
36,0.15978+0.035145i,-15.725
37,0.15756-0.046079i,-15.695
38,0.11639-0.11637i,-15.672
39,0.046204-0.15837i,-15.652
40,-0.035757-0.16144i,-15.632
41,-0.10922-0.12467i,-15.611
42,-0.15612-0.056786i,-15.591
43,-0.16449+0.025497i,-15.574
44,-0.13202+0.10174i,-15.562
45,-0.066786+0.15307i,-15.545
46,0.015296+0.1665i,-15.535
47,0.093922+0.13867i,-15.52
48,0.14937+0.07615i,-15.511
49,0.1678-0.0053419i,-15.5
50,0.1446-0.086189i,-15.476
51,0.085126-0.14512i,-15.481
52,0.0043109-0.16835i,-15.473
53,-0.077689-0.14968i,-15.461
54,-0.14044-0.093424i,-15.459
55,-0.16822-0.013903i,-15.453
56,-0.15406+0.069289i,-15.446
57,-0.10133+0.13531i,-15.44
58,-0.023231+0.16753i,-15.435
59,0.060877+0.15794i,-15.429
60,0.12981+0.10878i,-15.424
61,0.16634+0.032261i,-15.42
62,0.16126-0.052405i,-15.414
63,0.11574-0.124i,-15.41
64,0.041195-0.16456i,-15.41
65,-0.043756-0.16395i,-15.407
66,-0.1178-0.12219i,-15.405
67,-0.16233-0.049749i,-15.402
68,-0.16613+0.035177i,-15.401
69,-0.12823+0.11133i,-15.4
70,-0.058093+0.15958i,-15.4
71,0.026498+0.16778i,-15.398
72,0.10465+0.13383i,-15.397
73,0.15646+0.066279i,-15.395
74,0.16896-0.018024i,-15.395
75,0.13903-0.097683i,-15.395
76,0.074114-0.15288i,-15.396
77,-0.0094288-0.16967i,-15.395
78,-0.090571-0.14375i,-15.396
79,-0.149-0.081715i,-15.394
80,-0.16982+0.000908i,-15.4
82,-0.088842+0.14467i,-15.403
83,-0.00752+0.16953i,-15.406
84,0.075807+0.15187i,-15.404
85,0.13997+0.095902i,-15.408
86,0.16887+0.015799i,-15.411
87,0.1553-0.068135i,-15.412
88,0.10255-0.13493i,-15.418
90,-0.060411-0.15833i,-15.418
91,-0.12968-0.10895i,-15.423
92,-0.1662-0.032148i,-15.428
93,-0.16084+0.052568i,-15.432
95,-0.040214+0.16421i,-15.439
96,0.044669+0.16298i,-15.443
97,0.11823+0.1207i,-15.445
99,0.16475-0.036755i,-15.453
100,0.12605-0.11215i,-15.457
101,0.05572-0.15911i,-15.463
103,-0.10573-0.13116i,-15.469
104,-0.15601-0.063181i,-15.477
105,-0.16705+0.020655i,-15.477
107,-0.070475+0.15264i,-15.487
108,0.01255+0.1675i,-15.496
110,0.14882+0.07772i,-15.499
111,0.16775-0.0045368i,-15.503
113,0.084556-0.14477i,-15.512
114,0.0035146-0.1676i,-15.513
116,-0.14043-0.091231i,-15.522
118,-0.15136+0.071165i,-15.533
119,-0.097677+0.13565i,-15.537
121,0.063693+0.15443i,-15.543
122,0.13069+0.10392i,-15.547
124,0.15712-0.056288i,-15.551
126,0.034962-0.16307i,-15.557
127,-0.048725-0.15938i,-15.563
129,-0.16105-0.042575i,-15.567
131,-0.12102+0.11438i,-15.571
133,0.033504+0.16306i,-15.574
135,0.15612+0.057388i,-15.581
136,0.16428-0.025833i,-15.582
138,0.064503-0.15322i,-15.585
140,-0.096207-0.13536i,-15.594
142,-0.16578+0.010583i,-15.592
144,-0.078157+0.14642i,-15.599
146,0.083271+0.14347i,-15.604
148,0.16577+0.0046058i,-15.606
150,0.091075-0.13853i,-15.609
152,-0.069901-0.15022i,-15.614
154,-0.16438-0.019452i,-15.623
156,-0.10288+0.12951i,-15.63
158,0.05608+0.15553i,-15.633
160,0.16155+0.033926i,-15.646
163,0.041052-0.15959i,-15.661
165,-0.11412-0.11868i,-15.669
167,-0.16079+0.034713i,-15.677
169,-0.05486+0.15484i,-15.689
172,0.15185+0.061611i,-15.71
174,0.13201-0.096653i,-15.724
176,-0.012754-0.16285i,-15.738
179,-0.1629+0.0054103i,-15.757
181,-0.080884+0.14127i,-15.768
184,0.13712+0.086929i,-15.791
186,0.14595-0.070816i,-15.798
189,-0.063979-0.14876i,-15.813
191,-0.16004-0.023687i,-15.821
194,-0.03076+0.1586i,-15.834
196,0.11858+0.10942i,-15.844
199,0.1146-0.1136i,-15.844
202,-0.10825-0.11938i,-15.855
205,-0.12385+0.10289i,-15.863
207,0.022534+0.15926i,-15.872
210,0.15988-0.015561i,-15.883
