Frequency (Hz), H(j), Amplitude Response (dB)
20,0.21772+0.075058i,-12.754
21,0.22674-0.053664i,-12.653
22,0.16437-0.16855i,-12.563
23,0.048573-0.23261i,-12.482
24,-0.084965-0.22404i,-12.41
25,-0.19375-0.14397i,-12.346
26,-0.24241-0.01668i,-12.288
27,-0.21423+0.11775i,-12.236
28,-0.11697+0.21617i,-12.189
29,0.018948+0.24627i,-12.146
30,0.15025+0.19746i,-12.107
31,0.2343+0.084527i,-12.073
32,0.2435-0.056667i,-12.041
33,0.17404-0.18066i,-12.012
34,0.047698-0.24707i,-11.985
35,-0.094923-0.23381i,-11.96
36,-0.20763-0.14458i,-11.937
37,-0.25347-0.007852i,-11.917
38,-0.21712+0.1321i,-11.898
39,-0.10991+0.22973i,-11.881
40,0.033603+0.25295i,-11.863
41,0.16675+0.1937i,-11.849
42,0.24594+0.071044i,-11.835
43,0.24506-0.075292i,-11.823
44,0.16408-0.19745i,-11.811
45,0.02912-0.25537i,-11.8
46,-0.11571-0.22986i,-11.79
47,-0.22304-0.12896i,-11.78
48,-0.25747+0.014437i,-11.772
49,-0.20759+0.15345i,-11.763
50,-0.08926+0.24215i,-11.765
51,0.058287+0.25188i,-11.75
52,0.18711+0.1787i,-11.743
53,0.25466+0.046635i,-11.737
54,0.23863-0.1009i,-11.731
55,0.14407-0.21551i,-11.726
56,0.0019803-0.25936i,-11.722
57,-0.14094-0.2179i,-11.717
58,-0.23758-0.10464i,-11.714
59,-0.25612+0.043171i,-11.709
60,-0.19025+0.17695i,-11.707
61,-0.06165+0.25251i,-11.703
62,0.087391+0.24487i,-11.7
63,0.20771+0.15652i,-11.698
64,0.25963+0.016452i,-11.695
65,0.22593-0.12913i,-11.693
66,0.11763-0.23217i,-11.691
67,-0.029539-0.25862i,-11.691
68,-0.16704-0.19972i,-11.688
69,-0.24941-0.074815i,-11.687
70,-0.24944+0.074829i,-11.686
71,-0.16707+0.19982i,-11.685
72,-0.029482+0.2588i,-11.685
73,0.11791+0.23229i,-11.684
74,0.22633+0.12897i,-11.684
75,0.25995-0.016988i,-11.684
76,0.20764-0.15737i,-11.683
77,0.086628-0.24569i,-11.683
78,-0.063045-0.25275i,-11.684
79,-0.19185-0.17623i,-11.684
80,-0.2572-0.041408i,-11.683
82,-0.13909+0.2202i,-11.685
83,0.0052921+0.26038i,-11.686
84,0.14788+0.21438i,-11.686
85,0.24151+0.097365i,-11.687
86,0.25514-0.051858i,-11.689
87,0.18429-0.18387i,-11.689
88,0.052428-0.25496i,-11.691
90,-0.21391-0.14819i,-11.693
91,-0.26011-0.0057346i,-11.695
92,-0.22015+0.13859i,-11.696
93,-0.10724+0.23695i,-11.698
95,0.17588+0.19146i,-11.701
96,0.25225+0.062739i,-11.703
97,0.24496-0.086741i,-11.705
99,0.016189-0.25924i,-11.709
100,-0.12943-0.22513i,-11.711
101,-0.2321-0.11639i,-11.712
103,-0.19787+0.16789i,-11.717
104,-0.072443+0.2491i,-11.72
105,0.076956+0.24769i,-11.722
107,0.2579+0.026115i,-11.727
108,0.22944-0.12045i,-11.73
110,-0.021043-0.25811i,-11.735
111,-0.15989-0.2036i,-11.738
113,-0.24979+0.067444i,-11.743
114,-0.17105+0.19399i,-11.746
116,0.11154+0.23314i,-11.753
118,0.25801-0.011482i,-11.759
119,0.20876-0.15191i,-11.762
121,-0.05814-0.25134i,-11.768
122,-0.18712-0.17745i,-11.772
124,-0.23631+0.10279i,-11.778
126,0.0022546+0.25746i,-11.786
127,0.14392+0.21337i,-11.789
129,0.25242-0.049052i,-11.797
131,0.053428-0.25131i,-11.804
133,-0.21025-0.14723i,-11.812
135,-0.21747+0.13593i,-11.82
136,-0.10627+0.23326i,-11.824
138,0.17307+0.18876i,-11.832
140,0.24115-0.085538i,-11.84
142,0.015421-0.25513i,-11.849
144,-0.22863-0.11371i,-11.857
146,-0.19375+0.16593i,-11.866
148,0.077047+0.24291i,-11.875
150,0.2534+0.023856i,-11.885
152,0.12077-0.22378i,-11.894
