Frequency (Hz), H(j), Amplitude Response (dB)
20,0.087821-0.04015i,-20.304
21,0.05067-0.083794i,-20.182
22,-0.0053371-0.099024i,-20.073
23,-0.060973-0.079611i,-19.976
24,-0.096226-0.031489i,-19.892
25,-0.097982+0.028748i,-19.818
26,-0.064903+0.079887i,-19.749
27,-0.0080644+0.10346i,-19.678
28,0.052571+0.090275i,-19.62
29,0.09519+0.044524i,-19.569
30,0.10422-0.017841i,-19.515
31,0.075799-0.074303i,-19.482
32,0.019837-0.10481i,-19.439
33,-0.043904-0.097708i,-19.403
34,-0.092255-0.05523i,-19.37
35,-0.10769+0.0075329i,-19.335
36,-0.084235+0.068092i,-19.306
37,-0.030046+0.10439i,-19.282
38,0.035384+0.10303i,-19.256
39,0.088342+0.064254i,-19.233
40,0.10945+0.0018849i,-19.215
41,0.090848-0.061537i,-19.194
42,0.039102-0.10281i,-19.173
43,-0.027165-0.10678i,-19.158
44,-0.083818-0.071855i,-19.14
45,-0.11011-0.010481i,-19.124
46,-0.096229+0.054974i,-19.107
47,-0.04711+0.10044i,-19.098
48,0.019397+0.10941i,-19.084
49,0.079017+0.078295i,-19.075
50,0.10988+0.018515i,-19.06
51,0.10053-0.048329i,-19.051
52,0.054374-0.097548i,-19.041
53,-0.011943-0.11113i,-19.034
54,-0.073976-0.084013i,-19.02
55,-0.10899-0.025905i,-19.014
56,-0.10404+0.041813i,-19.006
57,-0.060904+0.094306i,-18.995
58,0.0047764+0.11224i,-18.989
59,0.068741+0.088915i,-18.986
60,0.1076+0.032882i,-18.976
61,0.10693-0.035331i,-18.968
62,0.066791-0.090636i,-18.97
63,0.0021289-0.11267i,-18.962
64,-0.063431-0.093303i,-18.952
65,-0.10576-0.039466i,-18.948
66,-0.10916+0.028995i,-18.943
67,-0.072339+0.086823i,-18.938
68,-0.008824+0.11275i,-18.931
69,0.058024+0.097154i,-18.926
70,0.10359+0.045665i,-18.923
71,0.11097-0.022751i,-18.917
72,0.077388-0.08278i,-18.914
73,0.015205-0.11231i,-18.913
74,-0.052582-0.10044i,-18.91
75,-0.10109-0.051449i,-18.905
76,-0.11233+0.016558i,-18.897
77,-0.082011+0.078493i,-18.898
78,-0.021428+0.11154i,-18.894
79,0.047182+0.10338i,-18.89
80,0.098341+0.057026i,-18.886
82,0.086355-0.074105i,-18.878
83,0.02743-0.11052i,-18.871
84,-0.041634-0.10602i,-18.869
85,-0.095414-0.062296i,-18.866
86,-0.11389+0.0044602i,-18.863
87,-0.090283+0.06968i,-18.858
88,-0.033232+0.10918i,-18.852
90,0.092268+0.06728i,-18.847
91,0.11421+0.0013833i,-18.845
92,0.093927-0.065047i,-18.843
93,0.038869-0.1075i,-18.838
95,-0.08889-0.072022i,-18.831
96,-0.11422-0.0071852i,-18.828
97,-0.097233+0.060386i,-18.827
99,0.025158+0.11179i,-18.817
100,0.085285+0.076518i,-18.818
101,0.11397+0.012854i,-18.809
103,0.049478-0.10351i,-18.807
104,-0.019672-0.11313i,-18.799
105,-0.081616-0.08071i,-18.802
107,-0.10306+0.050733i,-18.796
108,-0.054568+0.10122i,-18.787
110,0.077891+0.084648i,-18.784
111,0.11254+0.023832i,-18.784
113,0.059374-0.098673i,-18.774
114,-0.0089031-0.11477i,-18.777
116,-0.11148-0.029159i,-18.769
118,-0.06405+0.095886i,-18.763
119,0.003507+0.11531i,-18.759
121,0.11021+0.034331i,-18.754
122,0.10972-0.035979i,-18.75
124,0.0017564-0.11551i,-18.747
126,-0.10864-0.039384i,-18.744
127,-0.1114+0.031029i,-18.738
129,-0.0070361+0.11545i,-18.736
131,0.10689+0.044323i,-18.732
133,0.076772-0.086602i,-18.731
135,-0.056842-0.10083i,-18.73
136,-0.10484-0.04913i,-18.727
138,-0.080625+0.083132i,-18.725
140,0.052318+0.10346i,-18.715
142,0.11481-0.015752i,-18.719
144,0.022592-0.11371i,-18.716
146,-0.10022-0.058431i,-18.71
148,-0.087921+0.075677i,-18.71
150,0.042913+0.10778i,-18.71
152,0.1159-0.0054234i,-18.709
154,0.032692-0.11138i,-18.705
156,-0.094705-0.067302i,-18.697
158,-0.094483+0.067615i,-18.697
160,0.033114+0.11147i,-18.69
163,0.097627-0.063417i,-18.68
165,-0.028157-0.113i,-18.677
167,-0.11608-0.010197i,-18.671
169,-0.04754+0.1065i,-18.664
172,0.1158+0.015397i,-18.65
174,0.052303-0.10458i,-18.642
176,-0.081968-0.083646i,-18.628
179,-0.056995+0.10253i,-18.613
181,0.078486+0.087356i,-18.604
184,0.061529-0.10018i,-18.594
186,-0.074847-0.090877i,-18.582
189,-0.065927+0.097829i,-18.565
191,0.071156+0.094256i,-18.555
194,0.070203-0.095176i,-18.543
196,-0.067254-0.097421i,-18.534
199,-0.07428+0.092321i,-18.526
202,0.10986+0.044987i,-18.51
205,0.011893-0.11821i,-18.503
207,-0.10802-0.049833i,-18.492
210,-0.017035+0.11791i,-18.479
213,0.11811-0.017298i,-18.462
216,-0.050193-0.10842i,-18.455
219,-0.08994+0.079166i,-18.43
222,0.10168+0.063898i,-18.41
225,0.032382-0.11592i,-18.39
228,-0.12064+0.0019544i,-18.369
231,0.036349+0.11544i,-18.342
234,0.10061-0.067839i,-18.319
237,-0.093992-0.077229i,-18.298
241,0.026796+0.11909i,-18.268
244,0.10684-0.059824i,-18.241
247,-0.087987-0.085511i,-18.223
251,0.016887+0.12189i,-18.198
254,0.1124-0.051013i,-18.171
