Frequency (Hz), H(j), Amplitude Response (dB)
20,0.07704+0.071104i,-19.59
21,0.10405+0.021755i,-19.469
22,0.10166-0.0353i,-19.363
23,0.069667-0.083596i,-19.266
24,0.016579-0.10864i,-19.18
25,-0.042414-0.10243i,-19.104
26,-0.090122-0.066135i,-19.032
27,-0.11219-0.0097721i,-18.968
28,-0.10153+0.050358i,-18.913
29,-0.060814+0.09648i,-18.858
30,-0.0015208+0.11468i,-18.809
31,0.058743+0.099089i,-18.771
32,0.10239+0.053998i,-18.729
33,0.116-0.0076267i,-18.692
34,0.095184-0.067515i,-18.659
35,0.045883-0.10777i,-18.626
36,-0.01754-0.11621i,-18.597
37,-0.076142-0.089975i,-18.572
38,-0.11235-0.036678i,-18.548
39,-0.11518+0.027916i,-18.525
40,-0.08347+0.084497i,-18.506
41,-0.026563+0.11605i,-18.485
42,0.038575+0.1129i,-18.467
43,0.092435+0.075769i,-18.451
44,0.11871+0.015732i,-18.435
45,0.10935-0.049298i,-18.42
46,0.067004-0.099726i,-18.406
47,0.004316-0.12025i,-18.393
48,-0.059862-0.10457i,-18.381
49,-0.10619-0.05725i,-18.37
50,-0.12062+0.0074668i,-18.355
51,-0.098524+0.070116i,-18.35
52,-0.046668+0.1117i,-18.34
53,0.019471+0.1196i,-18.332
54,0.079845+0.091345i,-18.321
55,0.11618+0.035307i,-18.314
56,0.11736-0.031515i,-18.307
57,0.083011-0.088906i,-18.299
58,0.023387-0.11944i,-18.293
59,-0.043392-0.1138i,-18.288
60,-0.097122-0.073625i,-18.282
61,-0.12145-0.011057i,-18.276
62,-0.10893+0.05499i,-18.271
63,-0.063296+0.10441i,-18.266
64,0.001617+0.12217i,-18.26
65,0.066134+0.10281i,-18.255
66,0.11062+0.052157i,-18.252
67,0.12151-0.0144i,-18.247
68,0.095441-0.07665i,-18.244
69,0.04032-0.11564i,-18.239
70,-0.027143-0.11947i,-18.236
71,-0.086422-0.086944i,-18.231
72,-0.11941-0.027884i,-18.229
73,-0.11605+0.039714i,-18.226
74,-0.077362+0.095257i,-18.222
75,-0.015018+0.12181i,-18.221
76,0.051908+0.11127i,-18.217
77,0.10306+0.066792i,-18.215
78,0.12283+0.0019219i,-18.213
79,0.10516-0.063585i,-18.21
80,0.055393-0.10973i,-18.208
82,-0.074573-0.097807i,-18.202
83,-0.11517-0.043279i,-18.199
84,-0.12062+0.024457i,-18.197
85,-0.089223+0.084784i,-18.196
86,-0.030606+0.11925i,-18.194
87,0.037406+0.11731i,-18.193
88,0.094025+0.079565i,-18.19
90,0.11263-0.049985i,-18.186
91,0.068885-0.1022i,-18.184
92,0.0040942-0.12321i,-18.182
93,-0.062002-0.10657i,-18.181
95,-0.12298+0.0094263i,-18.178
96,-0.099187+0.073338i,-18.177
97,-0.045068+0.11484i,-18.176
99,0.083804+0.090618i,-18.172
100,0.11917+0.032227i,-18.17
101,0.11808-0.036075i,-18.169
103,0.01887-0.12205i,-18.167
104,-0.048914-0.11344i,-18.164
105,-0.10172-0.070089i,-18.165
107,-0.10739+0.061147i,-18.161
108,-0.058443+0.10893i,-18.158
110,0.072737+0.099964i,-18.158
111,0.11476+0.046006i,-18.157
113,0.091317-0.083405i,-18.154
114,0.032968-0.11919i,-18.155
116,-0.093064-0.081504i,-18.152
118,-0.11384+0.04845i,-18.151
119,-0.070627+0.10163i,-18.148
121,0.0609+0.10776i,-18.147
122,0.1089+0.05884i,-18.147
124,0.10028-0.072592i,-18.146
126,-0.021899-0.12184i,-18.146
127,-0.083372-0.091536i,-18.145
129,-0.11865+0.035402i,-18.144
131,-0.019525+0.12226i,-18.145
133,0.10169+0.070636i,-18.144
135,0.10775-0.061035i,-18.143
136,0.058765-0.109i,-18.143
138,-0.072727-0.10019i,-18.146
140,-0.12185+0.022106i,-18.143
142,-0.0329+0.11935i,-18.145
144,0.093306+0.081395i,-18.144
146,0.1138-0.048822i,-18.144
148,0.0053351-0.12368i,-18.146
150,-0.10916-0.058392i,-18.146
152,-0.099955+0.073048i,-18.145
154,0.022509+0.12174i,-18.145
156,0.11948+0.032466i,-18.144
158,0.081036-0.093607i,-18.145
160,-0.049271-0.11363i,-18.142
163,-0.10737+0.061813i,-18.139
165,0.0091912+0.12355i,-18.139
167,0.11537+0.045248i,-18.137
169,0.090782-0.084402i,-18.135
172,-0.094214-0.080668i,-18.129
174,-0.11357+0.050004i,-18.125
176,-0.0041006+0.1241i,-18.12
179,0.12383-0.010041i,-18.115
181,0.044568-0.11604i,-18.11
184,-0.12044-0.03109i,-18.104
186,-0.08018+0.095178i,-18.1
189,0.10381+0.068853i,-18.092
191,0.10702-0.063823i,-18.089
194,-0.075683-0.099114i,-18.082
196,-0.12214+0.025386i,-18.079
199,0.03919+0.11849i,-18.075
202,0.11333-0.052533i,-18.068
205,-0.065162-0.10663i,-18.064
207,-0.12441+0.012623i,-18.058
210,0.02676+0.12225i,-18.052
213,0.11849-0.040596i,-18.045
216,-0.053904-0.11315i,-18.038
219,-0.10641+0.066566i,-18.026
222,0.078381+0.098234i,-18.015
225,0.088744-0.089228i,-18.003
228,-0.098931-0.078064i,-17.991
231,-0.066332+0.10741i,-17.976
234,0.11447+0.053686i,-17.963
237,0.040223-0.12008i,-17.949
241,-0.11902+0.043995i,-17.931
244,0.057484+0.11338i,-17.916
247,0.10617-0.070232i,-17.904
251,-0.1215-0.038845i,-17.886
254,-0.024695+0.12538i,-17.87
257,0.12759+0.010212i,-17.856
261,-0.072147-0.10612i,-17.834
