Frequency (Hz), H(j), Amplitude Response (dB)
20,0.45322-0.037474i,-6.8442
21,0.36156-0.28493i,-6.7385
22,0.14509-0.44214i,-6.6447
23,-0.1256-0.45267i,-6.5622
24,-0.35893-0.30929i,-6.488
25,-0.47397-0.057736i,-6.421
26,-0.42868+0.21765i,-6.3613
27,-0.23579+0.42239i,-6.3076
28,0.040627+0.48481i,-6.2582
29,0.30637+0.38114i,-6.2137
30,0.4694+0.14499i,-6.1733
31,0.47196-0.14375i,-6.1366
32,0.31136-0.38516i,-6.1032
33,0.041609-0.49529i,-6.0723
34,-0.24462-0.43455i,-6.0437
35,-0.44789-0.22251i,-6.0186
36,-0.49688+0.068217i,-5.9939
37,-0.37319+0.33696i,-5.972
38,-0.11886+0.48976i,-5.9517
39,0.17817+0.47256i,-5.9337
40,0.41454+0.29047i,-5.9139
41,0.50702+0.0060932i,-5.8988
42,0.42276-0.28153i,-5.884
43,0.19028-0.47182i,-5.87
44,-0.10956-0.49758i,-5.8572
45,-0.37204-0.34919i,-5.8444
46,-0.50494-0.07796i,-5.8329
47,-0.46113+0.22138i,-5.8227
48,-0.25541+0.44385i,-5.8131
49,0.040412+0.51105i,-5.8037
50,0.32301+0.3985i,-5.7983
51,0.49235+0.14641i,-5.7865
52,0.48917-0.15815i,-5.7791
53,0.31392-0.40768i,-5.7717
54,0.027903-0.51416i,-5.7653
55,-0.2684-0.43985i,-5.7592
56,-0.47071-0.21058i,-5.7526
57,-0.50749+0.093243i,-5.7473
58,-0.36552+0.36458i,-5.7427
59,-0.094521+0.50785i,-5.7374
60,0.21012+0.4722i,-5.733
61,0.44102+0.26994i,-5.7289
62,0.51659-0.027721i,-5.7246
63,0.40992-0.31593i,-5.7211
64,0.15849-0.49292i,-5.7172
65,-0.14912-0.496i,-5.7145
66,-0.40434-0.32397i,-5.7115
67,-0.51695-0.037346i,-5.7085
68,-0.447+0.26266i,-5.7057
69,-0.21905+0.47008i,-5.7031
70,0.086462+0.51146i,-5.7014
71,0.36158+0.37213i,-5.699
72,0.50903+0.1011i,-5.6971
73,0.47654-0.2058i,-5.6953
74,0.27548-0.44007i,-5.6937
75,-0.02309-0.51875i,-5.6923
76,-0.31365-0.41394i,-5.6908
77,-0.49334-0.16264i,-5.689
78,-0.49847+0.14633i,-5.6882
79,-0.3272+0.40363i,-5.6867
80,-0.040038+0.51806i,-5.6866
82,0.47028+0.22117i,-5.6852
