Frequency (Hz), H(j), Amplitude Response (dB)
20,0.36142+0.21678i,-7.5051
21,0.42658-0.0057282i,-7.3992
22,0.36331-0.23223i,-7.3067
23,0.18763-0.39281i,-7.2238
24,-0.049173-0.4363i,-7.1495
25,-0.27511-0.34645i,-7.0837
26,-0.41995-0.14845i,-7.0247
27,-0.4373+0.098219i,-6.9706
28,-0.3196+0.31781i,-6.9219
29,-0.10144+0.44149i,-6.8781
30,0.15054+0.42947i,-6.8382
31,0.35835+0.28364i,-6.8014
32,0.45623+0.048245i,-6.768
33,0.41263-0.2042i,-6.7375
34,0.23978-0.39477i,-6.7093
35,-0.0093258-0.46314i,-6.684
36,-0.25707-0.38688i,-6.6602
37,-0.42569-0.18883i,-6.638
38,-0.46158+0.069594i,-6.6175
39,-0.35255+0.30746i,-6.599
40,-0.13219+0.4497i,-6.5816
41,0.13086+0.45098i,-6.5658
42,0.35364+0.31019i,-6.5506
43,0.46578+0.07099i,-6.5367
44,0.43129-0.19144i,-6.5236
45,0.26048-0.39422i,-6.5119
46,0.0067958-0.47304i,-6.5012
47,-0.24968-0.40252i,-6.4905
48,-0.4279-0.20437i,-6.4808
49,-0.47102+0.058891i,-6.4718
50,-0.36474+0.30308i,-6.4802
51,-0.14321+0.45353i,-6.4552
52,0.12458+0.45942i,-6.4475
53,0.35334+0.31959i,-6.44
54,0.47035+0.078035i,-6.4336
55,0.4382-0.18868i,-6.4278
56,0.26684-0.39589i,-6.4219
57,0.01043-0.47761i,-6.4165
58,-0.24961-0.4076i,-6.4122
59,-0.43066-0.20792i,-6.4073
60,-0.47493+0.058112i,-6.4029
61,-0.36814+0.30601i,-6.3985
62,-0.14403+0.45675i,-6.3946
63,0.12611+0.46225i,-6.3907
64,0.35637+0.32055i,-6.3874
65,0.47333+0.076618i,-6.3843
66,0.43959-0.19192i,-6.3814
67,0.26568-0.39951i,-6.379
68,0.0070183-0.47989i,-6.3763
69,-0.25406-0.40731i,-6.3742
70,-0.43429-0.20481i,-6.3722
71,-0.47614+0.063094i,-6.3698
72,-0.36606+0.31108i,-6.3682
73,-0.13918+0.45987i,-6.3666
74,0.13224+0.46199i,-6.3653
75,0.36157+0.31665i,-6.3639
76,0.47556+0.070174i,-6.3624
77,0.43776-0.19881i,-6.361
78,0.26012-0.40439i,-6.3602
79,-0.00063824-0.48089i,-6.3591
80,-0.26123-0.4038i,-6.3583
82,-0.47561+0.071674i,-6.3575
83,-0.36078+0.31809i,-6.3574
84,-0.13063+0.46295i,-6.3567
85,0.1413+0.4598i,-6.3567
86,0.36809+0.30968i,-6.3565
87,0.47721+0.060565i,-6.3565
88,0.43376-0.20794i,-6.3566
90,-0.010999-0.48091i,-6.3565
91,-0.27012-0.398i,-6.357
92,-0.44282-0.18778i,-6.3572
93,-0.47385+0.082472i,-6.3576
95,-0.11968+0.46576i,-6.3591
96,0.15217+0.45615i,-6.3595
97,0.37533+0.3006i,-6.3595
99,0.42819-0.21855i,-6.3617
100,0.24108-0.41589i,-6.3623
101,-0.023186-0.48009i,-6.3633
103,-0.44711-0.17608i,-6.3655
104,-0.47105+0.094746i,-6.3664
105,-0.34415+0.33522i,-6.3674
107,0.1642+0.45135i,-6.3699
108,0.38284+0.28991i,-6.3711
110,0.42148-0.22995i,-6.3728
111,0.22909-0.42186i,-6.3743
113,-0.29052-0.38198i,-6.3768
114,-0.45128-0.16307i,-6.378
116,-0.33381+0.34448i,-6.381
118,0.17704+0.44563i,-6.3841
119,0.39055+0.27806i,-6.3855
121,0.41369-0.24193i,-6.3889
122,0.21599-0.42772i,-6.3905
124,-0.30134-0.37233i,-6.3933
126,-0.46303+0.12203i,-6.3962
127,-0.32245+0.35384i,-6.3983
129,0.19033+0.43905i,-6.4017
131,0.47832+0.0064828i,-6.4048
133,0.20198-0.43343i,-6.4082
135,-0.31235-0.36178i,-6.4121
136,-0.45867-0.13408i,-6.4139
138,-0.31021+0.36326i,-6.4171
140,0.20405+0.43166i,-6.4214
142,0.47716-0.009192i,-6.4251
144,0.18709-0.43879i,-6.4294
146,-0.32342-0.35035i,-6.4331
148,-0.45188+0.1514i,-6.4376
150,-0.047061+0.47404i,-6.4412
152,0.41292+0.237i,-6.446
154,0.38514-0.27943i,-6.4509
156,-0.097061-0.46555i,-6.4559
158,-0.46422-0.10208i,-6.4604
160,-0.28308+0.38145i,-6.4658
163,0.41961+0.22166i,-6.4742
165,0.37385-0.29185i,-6.4794
167,-0.1131-0.4603i,-6.4845
169,-0.46593-0.08528i,-6.4905
172,-0.01347+0.473i,-6.4993
174,0.4257+0.20583i,-6.5055
176,0.36185-0.30388i,-6.5115
179,-0.35498-0.31111i,-6.5208
181,-0.42885+0.19636i,-6.5273
184,0.259+0.39356i,-6.537
186,0.46477-0.075124i,-6.5432
189,-0.14478-0.44749i,-6.552
191,-0.46721-0.05102i,-6.5582
194,0.020667+0.46902i,-6.5677
196,0.43608+0.17299i,-6.574
199,0.10447-0.45687i,-6.5828
202,-0.46693-0.033585i,-6.5925
205,0.037925+0.46608i,-6.6021
207,0.44045+0.15598i,-6.6089
210,0.08688-0.45856i,-6.619
213,-0.46588-0.015907i,-6.6294
216,0.055335+0.46232i,-6.6394
219,0.44789-0.12506i,-6.6506
222,-0.19173-0.42297i,-6.6622
225,-0.38825+0.25368i,-6.6736
228,0.30956+0.34451i,-6.6854
231,0.29283-0.358i,-6.6976
234,-0.39798-0.23442i,-6.7092
237,-0.17069+0.42854i,-6.7206
241,0.43273-0.15746i,-6.7357
244,-0.22138-0.40306i,-6.7475
247,-0.36403+0.28004i,-6.7584
251,0.45047+0.085164i,-6.7742
254,0.015264-0.45756i,-6.7862
257,-0.45386+0.05485i,-6.7987
261,0.3424+0.30158i,-6.8155
264,0.24529-0.38391i,-6.8287
268,-0.44888+0.072362i,-6.8459
272,0.35207+0.28621i,-6.864
275,0.22863-0.39112i,-6.8772
279,-0.4432+0.089579i,-6.8941
283,0.36119+0.27053i,-6.9112
287,-0.038532-0.44873i,-6.9284
291,-0.30849+0.32687i,-6.9462
295,0.44837+0.012427i,-6.9639
299,-0.28868-0.34201i,-6.983
303,-0.062792+0.44209i,-7.003
307,0.37081-0.24702i,-7.0221
311,-0.43029-0.1119i,-7.0407
315,0.20265+0.39465i,-7.0594
320,-0.091085-0.43299i,-7.0824
324,-0.26172+0.35559i,-7.101
328,0.43856-0.041575i,-7.1206
333,-0.43274-0.075299i,-7.146
337,0.23153+0.37203i,-7.1667
342,-0.12487-0.41869i,-7.1921
347,0.010031+0.43556i,-7.2168
351,0.31742-0.29698i,-7.2366
356,-0.38331+0.20231i,-7.2617
361,0.42177-0.093904i,-7.2884
366,-0.43028-0.020447i,-7.3152
371,0.40845+0.13267i,-7.3415
376,-0.35805-0.23486i,-7.3671
381,0.28275+0.31987i,-7.3929
386,-0.18804-0.38182i,-7.4197
391,0.080677+0.41651i,-7.4475
397,-0.20264-0.37092i,-7.4802
402,0.097598+0.40991i,-7.5068
408,-0.21684-0.35947i,-7.539
413,0.11437+0.40252i,-7.567
419,-0.23045-0.3473i,-7.6013
424,0.13059+0.39446i,-7.6282
430,-0.24352-0.33474i,-7.661
436,0.33255+0.24377i,-7.6952
442,-0.38938-0.13046i,-7.7304
448,0.40902+0.0057444i,-7.7642
454,-0.38984+0.11866i,-7.7975
460,0.33383-0.23085i,-7.8323
467,-0.032742+0.4026i,-7.8738
473,-0.09112-0.39193i,-7.9071
479,0.20543+0.34411i,-7.9421
486,-0.3945-0.058696i,-7.984
493,0.29391-0.2669i,-8.024
499,-0.19768+0.34244i,-8.0593
506,-0.1392-0.36804i,-8.1014
513,0.37126+0.1247i,-8.1421
520,-0.32998+0.20751i,-8.1831
527,0.047993-0.38492i,-8.2257
534,0.26637+0.27949i,-8.2662
