Frequency (Hz), H(j), Amplitude Response (dB)
20,0.47882-0.04755i,-6.354
21,0.37785-0.3078i,-6.2432
22,0.14617-0.47074i,-6.1446
23,-0.14061-0.47766i,-6.0568
24,-0.38562-0.32209i,-5.9783
25,-0.50369-0.053636i,-5.9077
26,-0.45148+0.23771i,-5.8445
27,-0.24375+0.45206i,-5.7878
28,0.050544+0.51421i,-5.7355
29,0.33115+0.40028i,-5.6882
30,0.50093+0.14714i,-5.6451
31,0.49955-0.15966i,-5.606
32,0.3255-0.41397i,-5.5701
33,0.037258-0.52729i,-5.5374
34,-0.26623-0.45876i,-5.5078
35,-0.47957-0.2305i,-5.4803
36,-0.52776+0.079348i,-5.4543
37,-0.39265+0.36363i,-5.4303
38,-0.12001+0.5229i,-5.4086
39,0.19586+0.50078i,-5.3889
40,0.4451+0.30388i,-5.3692
41,0.53998-4.7788e-05i,-5.3525
42,0.44663-0.30528i,-5.3361
43,0.19673-0.50498i,-5.3208
44,-0.12295-0.52867i,-5.3075
45,-0.40072-0.3674i,-5.2936
46,-0.53892-0.076836i,-5.2821
47,-0.48867+0.24155i,-5.2703
48,-0.26681+0.47612i,-5.2596
49,0.049222+0.54418i,-5.2498
50,0.34758+0.4199i,-5.2706
51,0.5266+0.15017i,-5.2308
52,0.5196-0.17443i,-5.2229
53,0.32991-0.43835i,-5.2145
54,0.023707-0.54852i,-5.208
55,-0.29132-0.46587i,-5.2013
56,-0.50435-0.21906i,-5.1948
57,-0.5401+0.10535i,-5.1884
58,-0.3856+0.39305i,-5.183
59,-0.094973+0.54272i,-5.1776
60,0.22958+0.50122i,-5.1724
61,0.47353+0.2829i,-5.1675
62,0.55073-0.035495i,-5.1632
63,0.4337-0.34171i,-5.159
64,0.16348-0.52767i,-5.1547
65,-0.16474-0.5275i,-5.1514
66,-0.4351-0.34106i,-5.1481
67,-0.55199-0.033993i,-5.1449
68,-0.47401+0.28534i,-5.1413
69,-0.22845+0.50409i,-5.1386
70,0.098078+0.5448i,-5.1368
71,0.39008+0.39305i,-5.1336
72,0.54438+0.10213i,-5.1317
73,0.50628-0.22502i,-5.1293
74,0.28905-0.47279i,-5.1275
75,-0.030476-0.55344i,-5.1254
76,-0.33946-0.43832i,-5.1236
77,-0.52843-0.16805i,-5.1219
78,-0.53045+0.16181i,-5.1207
79,-0.34474+0.43454i,-5.1192
80,-0.036886+0.55351i,-5.1183
82,0.5046+0.23076i,-5.1163
83,0.54642-0.096702i,-5.1156
84,0.39476-0.3901i,-5.1143
85,0.1032-0.54533i,-5.114
86,-0.22499-0.50741i,-5.1133
87,-0.47348-0.28971i,-5.1128
88,-0.55424+0.030694i,-5.1127
90,-0.16756+0.52928i,-5.1114
91,0.16297+0.53067i,-5.1121
92,0.43575+0.34399i,-5.1116
93,0.55405+0.035378i,-5.1113
95,0.22904-0.50568i,-5.1121
96,-0.099047-0.54622i,-5.1122
97,-0.39199-0.39306i,-5.1124
99,-0.50622+0.22775i,-5.1126
100,-0.28697+0.47512i,-5.1131
101,0.034052+0.55395i,-5.1142
103,0.53018+0.16389i,-5.1152
104,0.52927-0.16665i,-5.1159
105,0.34058-0.43805i,-5.1162
107,-0.28946-0.47327i,-5.1177
108,-0.50716-0.22467i,-5.1189
110,-0.38925+0.3951i,-5.1199
111,-0.095434+0.54629i,-5.121
113,0.47734+0.28209i,-5.1226
114,0.55301-0.039494i,-5.1232
116,0.15818-0.53125i,-5.1251
118,-0.44113-0.33538i,-5.1275
119,-0.55352-0.024908i,-5.1286
121,-0.21857+0.50901i,-5.1306
122,0.10979+0.54288i,-5.1319
124,0.54661+0.08872i,-5.1336
126,0.27571-0.48007i,-5.1359
127,-0.046392-0.55159i,-5.1371
129,-0.53237-0.15105i,-5.1395
131,-0.32899+0.44482i,-5.1414
133,0.30024+0.46454i,-5.1436
