Frequency (Hz), H(j), Amplitude Response (dB)
20,0.24367-0.043383i,-12.129
21,0.18022-0.17372i,-12.03
22,0.053086-0.24722i,-11.943
23,-0.095142-0.23672i,-11.865
24,-0.21314-0.14388i,-11.796
25,-0.25902+0.00054948i,-11.733
26,-0.21527+0.14695i,-11.679
27,-0.095782+0.24402i,-11.629
28,0.058704+0.25693i,-11.583
29,0.1943+0.17988i,-11.542
30,0.26305+0.038903i,-11.505
31,0.2399-0.11713i,-11.471
32,0.13204-0.23313i,-11.44
33,-0.023198-0.26778i,-11.412
34,-0.17133-0.20812i,-11.386
35,-0.25985-0.074428i,-11.363
36,-0.25686+0.08629i,-11.342
37,-0.16286+0.21736i,-11.321
38,-0.010581+0.27196i,-11.303
39,0.1461+0.23023i,-11.287
40,0.25153+0.10656i,-11.271
41,0.26796-0.055535i,-11.256
42,0.18901-0.19844i,-11.243
43,0.042505-0.27115i,-11.23
44,-0.11961-0.24738i,-11.22
45,-0.23954-0.13537i,-11.209
46,-0.27429+0.025273i,-11.199
47,-0.21118+0.17729i,-11.19
48,-0.072465+0.26632i,-11.182
49,0.092416+0.26033i,-11.174
50,0.22452+0.16114i,-11.171
51,0.27665+0.004246i,-11.16
52,0.22976-0.15449i,-11.154
53,0.10053-0.2582i,-11.148
54,-0.064917-0.26953i,-11.143
55,-0.20731-0.18428i,-11.139
56,-0.27558-0.032881i,-11.134
57,-0.24508+0.13049i,-11.13
58,-0.12665+0.24722i,-11.126
59,0.037365+0.27538i,-11.122
60,0.18815+0.2047i,-11.118
61,0.27145+0.060433i,-11.116
62,0.25734-0.10565i,-11.113
63,0.15078-0.23386i,-11.111
64,-0.010013-0.27814i,-11.109
65,-0.16733-0.22247i,-11.107
66,-0.26454-0.086811i,-11.106
67,-0.26669+0.080144i,-11.104
68,-0.17292+0.21834i,-11.103
69,-0.016896+0.27803i,-11.102
70,0.14524+0.23771i,-11.101
71,0.25516+0.11186i,-11.1
72,0.27326-0.05432i,-11.1
73,0.19301-0.20095i,-11.099
74,0.04325-0.27526i,-11.099
75,-0.1221-0.25046i,-11.099
76,-0.2435-0.13546i,-11.099
77,-0.27719+0.02836i,-11.099
78,-0.21103+0.18194i,-11.099
79,-0.068819+0.27i,-11.099
80,0.098163+0.26072i,-11.101
82,0.27854-0.0024867i,-11.102
83,0.2269-0.16151i,-11.103
84,0.093466-0.26234i,-11.104
85,-0.07364-0.26852i,-11.105
86,-0.21415-0.17788i,-11.107
87,-0.2774-0.023142i,-11.108
88,-0.24059+0.13994i,-11.109
90,0.048769+0.27393i,-11.112
91,0.19687+0.19652i,-11.114
92,0.2739+0.048241i,-11.115
93,0.25208-0.11736i,-11.117
95,-0.023689-0.27692i,-11.121
96,-0.17807-0.21328i,-11.124
97,-0.26809-0.072736i,-11.126
99,-0.1602+0.22676i,-11.13
100,-0.0012778+0.27757i,-11.133
101,0.15797+0.22813i,-11.135
103,0.26832-0.070134i,-11.14
104,0.17962-0.2112i,-11.143
105,0.026087-0.27594i,-11.145
107,-0.25012-0.11901i,-11.151
108,-0.27307+0.045848i,-11.154
110,-0.050453+0.27208i,-11.159
111,0.1146+0.25176i,-11.162
113,0.27562-0.021423i,-11.168
114,0.21346-0.17554i,-11.17
116,-0.091759-0.26047i,-11.177
118,-0.27593-0.0029759i,-11.184
119,-0.22768+0.15575i,-11.186
121,0.068321+0.26704i,-11.193
122,0.20904+0.17952i,-11.196
124,0.24003-0.13489i,-11.203
126,-0.044582-0.2715i,-11.209
127,-0.19213-0.19675i,-11.213
129,-0.25042+0.11315i,-11.22
131,0.020629+0.2738i,-11.227
133,0.26414+0.074184i,-11.234
135,0.15989-0.22266i,-11.241
136,0.0032468-0.27398i,-11.245
138,-0.25614-0.096639i,-11.252
140,-0.1782+0.20749i,-11.261
142,0.13399+0.23819i,-11.268
144,0.26939-0.044454i,-11.276
146,0.050227-0.26811i,-11.284
148,-0.23461-0.13867i,-11.292
150,-0.21027+0.17296i,-11.3
152,0.090636+0.25645i,-11.309
154,0.2717+0.0023902i,-11.318
156,0.09494-0.25429i,-11.327
158,-0.20636-0.17588i,-11.336
160,-0.2355+0.13375i,-11.346
163,0.19002+0.19236i,-11.36
165,0.2454-0.11282i,-11.37
167,-0.022263-0.26888i,-11.379
169,-0.26002-0.070771i,-11.39
172,-0.00076315+0.26898i,-11.405
174,0.25227+0.092403i,-11.416
176,0.17274-0.20532i,-11.427
179,-0.24272-0.1132i,-11.443
181,-0.18899+0.1893i,-11.454
184,0.23148+0.133i,-11.471
186,0.20375-0.17199i,-11.481
189,-0.21867-0.15171i,-11.498
191,-0.21693+0.15361i,-11.509
194,0.20438+0.16913i,-11.526
196,0.22841-0.13425i,-11.537
199,-0.18875-0.18524i,-11.553
202,-0.12944+0.23002i,-11.57
